time,project,amount_usd
2025-01-13 00:00:00.000 UTC,meteora,2.1237869602427307e+10
2023-02-27 00:00:00.000 UTC,meteora,1.0738853320384263e+06
2022-10-31 00:00:00.000 UTC,raydium,8.176010193158291e+07
2023-07-17 00:00:00.000 UTC,lifinity,4.3359421643146195e+07
2024-09-09 00:00:00.000 UTC,phoenix,3.505085850046457e+08
2024-06-10 00:00:00.000 UTC,lifinity,6.528466276924356e+08
2025-01-20 00:00:00.000 UTC,raydium,6.8478309551875374e+10
2024-02-12 00:00:00.000 UTC,whirlpool,2.290930707406577e+09
2023-10-16 00:00:00.000 UTC,lifinity,4.797992210657493e+07
2024-10-14 00:00:00.000 UTC,phoenix,5.438264235220875e+08
2022-09-26 00:00:00.000 UTC,raydium,1.8513116651234508e+08
2024-06-17 00:00:00.000 UTC,whirlpool,2.0876248927490776e+09
2023-11-06 00:00:00.000 UTC,lifinity,2.110396005962769e+08
2023-10-09 00:00:00.000 UTC,raydium,4.028448871410738e+07
2023-11-20 00:00:00.000 UTC,lifinity,1.487485359042674e+08
2023-05-29 00:00:00.000 UTC,phoenix,4.323002596303251e+06
2024-01-08 00:00:00.000 UTC,raydium,1.6086550971389897e+09
2023-06-19 00:00:00.000 UTC,phoenix,7.121869352783024e+06
2023-10-02 00:00:00.000 UTC,meteora,6.676590947574772e+06
2024-09-16 00:00:00.000 UTC,raydium,3.203197999653341e+09
2024-11-25 00:00:00.000 UTC,pumpdotfun,2.4473684989260454e+09
2022-11-21 00:00:00.000 UTC,raydium,7.381381913269086e+07
2023-09-18 00:00:00.000 UTC,raydium,3.1250765481050152e+07
2024-06-03 00:00:00.000 UTC,goosefx_ssl,583266.3440425202
2023-11-13 00:00:00.000 UTC,meteora,1.0292543218844962e+08
2024-10-07 00:00:00.000 UTC,whirlpool,2.43008463499953e+09
2024-06-03 00:00:00.000 UTC,whirlpool,2.744862231099405e+09
2024-05-13 00:00:00.000 UTC,raydium,7.213990684274958e+09
2023-04-03 00:00:00.000 UTC,lifinity,2.1606020961612087e+07
2024-05-27 00:00:00.000 UTC,meteora,1.1460404557556095e+09
2024-11-18 00:00:00.000 UTC,phoenix,1.2248194207252853e+09
2023-11-27 00:00:00.000 UTC,meteora,5.877148959510829e+07
2023-06-26 00:00:00.000 UTC,raydium,6.142885236315233e+07
2023-10-30 00:00:00.000 UTC,raydium,2.328759298307375e+08
2022-07-18 00:00:00.000 UTC,raydium,1.7953323168563777e+08
2024-09-30 00:00:00.000 UTC,meteora,1.1227969598911176e+09
2024-11-04 00:00:00.000 UTC,pumpdotfun,1.473050064205286e+09
2024-03-04 00:00:00.000 UTC,whirlpool,5.4819925276295595e+09
2024-07-15 00:00:00.000 UTC,lifinity,9.201939864171467e+08
2025-02-10 00:00:00.000 UTC,whirlpool,1.3249762539181051e+09
2022-11-21 00:00:00.000 UTC,whirlpool,9.962778005089061e+07
2022-11-14 00:00:00.000 UTC,meteora,17329.95359815517
2023-10-09 00:00:00.000 UTC,whirlpool,8.658277449246666e+07
2023-10-23 00:00:00.000 UTC,phoenix,3.439613613519688e+07
2022-10-10 00:00:00.000 UTC,raydium,5.299935197432521e+07
2023-12-04 00:00:00.000 UTC,whirlpool,1.8604007434519763e+09
2023-12-11 00:00:00.000 UTC,lifinity,6.497647408948555e+08
2024-01-22 00:00:00.000 UTC,meteora,3.7338944484519e+08
2022-08-29 00:00:00.000 UTC,lifinity,2.9893861499436934e+07
2022-12-12 00:00:00.000 UTC,lifinity,1.8055793717326846e+07
2023-02-13 00:00:00.000 UTC,phoenix,0
2023-04-24 00:00:00.000 UTC,lifinity,4.19754321398763e+07
2023-10-23 00:00:00.000 UTC,meteora,3.1375075310928565e+07
2022-09-12 00:00:00.000 UTC,whirlpool,1.423808515786727e+08
2022-12-05 00:00:00.000 UTC,meteora,2001.00732180682
2024-03-04 00:00:00.000 UTC,goosefx_ssl,9.680400839826351e+06
2025-01-27 00:00:00.000 UTC,meteora,7.164206868015544e+09
2024-11-04 00:00:00.000 UTC,meteora,1.7332892489034636e+09
2023-03-13 00:00:00.000 UTC,phoenix,672604.7193701188
2023-06-19 00:00:00.000 UTC,meteora,2.143775233184728e+06
2022-08-15 00:00:00.000 UTC,meteora,1.000458861264
2024-09-09 00:00:00.000 UTC,meteora,7.486141129894701e+08
2024-08-26 00:00:00.000 UTC,raydium,3.368157816281998e+09
2023-03-27 00:00:00.000 UTC,whirlpool,1.1659870223528722e+08
2022-12-26 00:00:00.000 UTC,whirlpool,7.33107877358429e+07
2024-08-05 00:00:00.000 UTC,phoenix,1.4067080538962164e+09
2025-01-27 00:00:00.000 UTC,lifinity,3.5377695765056887e+09
2024-12-30 00:00:00.000 UTC,whirlpool,3.559259705788444e+11
2024-12-09 00:00:00.000 UTC,phoenix,1.1849664939503708e+09
2024-04-01 00:00:00.000 UTC,phoenix,9.708052305497802e+08
2024-08-12 00:00:00.000 UTC,lifinity,4.776632546539977e+08
2025-01-20 00:00:00.000 UTC,whirlpool,1.6238223776380331e+10
2023-06-05 00:00:00.000 UTC,raydium,6.292184911732364e+07
2023-11-20 00:00:00.000 UTC,goosefx_ssl,9.944641905636594e+07
2023-09-11 00:00:00.000 UTC,meteora,4.108511269869788e+06
2024-12-16 00:00:00.000 UTC,phoenix,1.3034821842362206e+09
2024-04-15 00:00:00.000 UTC,phoenix,1.1416390443244178e+09
2023-09-18 00:00:00.000 UTC,whirlpool,8.355613532840556e+07
2024-08-12 00:00:00.000 UTC,raydium,4.383747879269831e+09
2023-11-06 00:00:00.000 UTC,raydium,3.5398268465995836e+08
2022-08-22 00:00:00.000 UTC,whirlpool,1.1819136367943947e+08
2024-12-16 00:00:00.000 UTC,raydium,3.2544901325505867e+10
2023-11-13 00:00:00.000 UTC,whirlpool,1.0227505654151903e+09
2023-07-31 00:00:00.000 UTC,whirlpool,9.156441843552163e+07
2023-08-21 00:00:00.000 UTC,goosefx_ssl,1.071070622607
2024-10-28 00:00:00.000 UTC,meteora,1.4049012208012438e+09
2024-05-06 00:00:00.000 UTC,phoenix,6.86932389502502e+08
2024-07-22 00:00:00.000 UTC,raydium,1.2109662763200117e+10
2024-12-30 00:00:00.000 UTC,meteora,3.420006277284185e+09
2024-01-01 00:00:00.000 UTC,phoenix,2.3977016120809442e+08
2023-09-25 00:00:00.000 UTC,meteora,3.9963923982826257e+06
2023-10-02 00:00:00.000 UTC,lifinity,3.898737932946835e+07
2022-07-25 00:00:00.000 UTC,raydium,1.495918714700361e+08
2024-11-11 00:00:00.000 UTC,lifinity,3.150256079246832e+09
2023-12-04 00:00:00.000 UTC,goosefx_ssl,4.8960827603371926e+07
2023-06-26 00:00:00.000 UTC,lifinity,6.227763151634182e+07
2024-02-12 00:00:00.000 UTC,goosefx_ssl,3.0386449003417473e+07
2024-08-05 00:00:00.000 UTC,meteora,1.512218028457902e+09
2022-08-01 00:00:00.000 UTC,whirlpool,1.668789136473587e+08
2022-08-15 00:00:00.000 UTC,lifinity,4.184779253162178e+07
2022-08-01 00:00:00.000 UTC,raydium,1.1182060935475105e+08
2023-05-01 00:00:00.000 UTC,whirlpool,1.2545322775288707e+08
2023-08-28 00:00:00.000 UTC,phoenix,1.1540968401446592e+07
2022-10-24 00:00:00.000 UTC,meteora,11345.601505747478
2024-05-13 00:00:00.000 UTC,lifinity,9.444580938362689e+08
2023-06-12 00:00:00.000 UTC,meteora,2.8017615698628095e+06
2023-02-13 00:00:00.000 UTC,whirlpool,1.7570144435385808e+08
2024-03-18 00:00:00.000 UTC,lifinity,2.6503262749169927e+09
2023-03-06 00:00:00.000 UTC,lifinity,4.4845760031902544e+07
2022-09-26 00:00:00.000 UTC,lifinity,2.8484463688840397e+07
2024-06-17 00:00:00.000 UTC,phoenix,7.848668291502457e+08
2024-03-04 00:00:00.000 UTC,phoenix,1.2348491967967856e+09
2024-03-11 00:00:00.000 UTC,raydium,1.038065577185882e+10
2023-03-06 00:00:00.000 UTC,phoenix,102365.8366936908
2023-07-17 00:00:00.000 UTC,raydium,5.893975856532368e+07
2023-07-10 00:00:00.000 UTC,phoenix,1.7179057209515497e+07
2024-06-10 00:00:00.000 UTC,raydium,7.765780019208265e+09
2023-07-31 00:00:00.000 UTC,meteora,5.500438708082187e+06
2022-08-22 00:00:00.000 UTC,meteora,22.255958561459003
2024-07-15 00:00:00.000 UTC,raydium,8.518246585759153e+09
2024-07-08 00:00:00.000 UTC,meteora,1.0844147494426544e+09
2023-05-01 00:00:00.000 UTC,phoenix,1.7525603623142513e+06
2022-08-15 00:00:00.000 UTC,whirlpool,1.6403911848019308e+08
2024-10-28 00:00:00.000 UTC,pumpdotfun,1.2665328991057525e+09
2024-07-29 00:00:00.000 UTC,meteora,1.2808659259676733e+09
2023-05-15 00:00:00.000 UTC,lifinity,2.469335740492353e+07
2023-03-13 00:00:00.000 UTC,raydium,5.662943118749021e+07
2025-02-10 00:00:00.000 UTC,phoenix,1.1794320908619626e+08
2025-01-27 00:00:00.000 UTC,pumpdotfun,2.7391467216322165e+09
2024-04-01 00:00:00.000 UTC,raydium,7.590269172938769e+09
2023-05-29 00:00:00.000 UTC,raydium,4.6272416515937984e+07
2023-06-19 00:00:00.000 UTC,whirlpool,7.766683142048453e+07
2022-11-21 00:00:00.000 UTC,lifinity,4.042510966622369e+07
2023-10-02 00:00:00.000 UTC,goosefx_ssl,38.29817494271
2024-05-27 00:00:00.000 UTC,whirlpool,2.6331183619575524e+09
2025-01-20 00:00:00.000 UTC,lifinity,9.459256394778086e+09
2023-02-06 00:00:00.000 UTC,meteora,1.54564240957968e+06
2023-08-07 00:00:00.000 UTC,whirlpool,1.0418922851358946e+08
2024-09-09 00:00:00.000 UTC,goosefx_ssl,134.66185072416965
2024-11-18 00:00:00.000 UTC,whirlpool,1.9576042077017334e+10
2024-03-25 00:00:00.000 UTC,meteora,1.8500826733687766e+09
2024-02-05 00:00:00.000 UTC,goosefx_ssl,5.7063481590481676e+07
2022-10-24 00:00:00.000 UTC,whirlpool,1.4943416039584175e+08
2024-01-01 00:00:00.000 UTC,goosefx_ssl,4.644710801714511e+06
2023-01-23 00:00:00.000 UTC,raydium,7.244298046548676e+07
2024-02-12 00:00:00.000 UTC,lifinity,5.869498452439218e+08
2024-02-12 00:00:00.000 UTC,phoenix,3.2346012146242523e+08
2022-09-19 00:00:00.000 UTC,raydium,6.849437682006456e+07
2024-04-29 00:00:00.000 UTC,phoenix,1.0266099175988691e+09
2024-04-15 00:00:00.000 UTC,raydium,4.0050255117739415e+09
2023-12-04 00:00:00.000 UTC,lifinity,3.60998249557082e+08
2023-03-27 00:00:00.000 UTC,meteora,877516.6037817118
2023-10-23 00:00:00.000 UTC,whirlpool,2.6207722381875405e+08
2024-06-24 00:00:00.000 UTC,pumpdotfun,4.1308871307228565e+08
2024-01-08 00:00:00.000 UTC,phoenix,3.585185227283808e+08
2022-11-07 00:00:00.000 UTC,meteora,170751.9324211428
2024-11-25 00:00:00.000 UTC,lifinity,3.5031881860584946e+09
2024-05-20 00:00:00.000 UTC,raydium,6.869070887391794e+09
2024-08-19 00:00:00.000 UTC,meteora,1.0315160782761302e+09
2023-06-19 00:00:00.000 UTC,raydium,3.747422992931513e+07
2023-12-11 00:00:00.000 UTC,goosefx_ssl,1.3318357131815221e+07
2023-09-04 00:00:00.000 UTC,phoenix,9.992405987604283e+06
2023-09-25 00:00:00.000 UTC,raydium,3.30567611921464e+07
2023-10-09 00:00:00.000 UTC,meteora,4.0080873768284936e+06
2024-08-05 00:00:00.000 UTC,raydium,5.883679260825202e+09
2023-12-11 00:00:00.000 UTC,whirlpool,2.761628367605403e+09
2024-01-22 00:00:00.000 UTC,whirlpool,1.600710366051308e+09
2023-01-09 00:00:00.000 UTC,lifinity,5.282880186703266e+07
2022-12-19 00:00:00.000 UTC,whirlpool,4.0145873308628686e+07
2024-09-16 00:00:00.000 UTC,lifinity,4.433704507492487e+08
2024-06-17 00:00:00.000 UTC,lifinity,7.272501231172725e+08
2023-02-20 00:00:00.000 UTC,meteora,1.6399372955908836e+06
2023-10-16 00:00:00.000 UTC,meteora,1.3974206875270618e+07
2022-12-05 00:00:00.000 UTC,whirlpool,5.170075700301955e+07
2024-03-25 00:00:00.000 UTC,phoenix,9.898786515008231e+08
2024-12-02 00:00:00.000 UTC,phoenix,1.4228985719391282e+09
2022-08-08 00:00:00.000 UTC,raydium,1.1552314057121322e+08
2024-09-23 00:00:00.000 UTC,pumpdotfun,5.889599261579427e+08
2024-06-03 00:00:00.000 UTC,meteora,1.471231723847684e+09
2025-01-06 00:00:00.000 UTC,lifinity,4.9089628210096445e+09
2023-11-27 00:00:00.000 UTC,lifinity,1.4060656775110167e+08
2022-12-26 00:00:00.000 UTC,meteora,479601.4651146631
2022-09-05 00:00:00.000 UTC,lifinity,3.4213692797858275e+07
2022-08-01 00:00:00.000 UTC,lifinity,2.1187548926060457e+07
2023-10-23 00:00:00.000 UTC,raydium,1.1228288509577152e+08
2024-03-11 00:00:00.000 UTC,whirlpool,7.369356886715448e+09
2024-07-15 00:00:00.000 UTC,whirlpool,3.159503633022705e+09
2023-11-13 00:00:00.000 UTC,goosefx_ssl,1.13861386987663e+08
2022-11-28 00:00:00.000 UTC,raydium,3.49650775849697e+07
2024-09-02 00:00:00.000 UTC,meteora,7.022825443206651e+08
2024-06-03 00:00:00.000 UTC,lifinity,5.877600046699332e+08
2024-05-13 00:00:00.000 UTC,phoenix,9.20412755005307e+08
2024-04-08 00:00:00.000 UTC,phoenix,1.1684248799639478e+09
2022-12-12 00:00:00.000 UTC,raydium,3.943839576381831e+07
2024-02-26 00:00:00.000 UTC,goosefx_ssl,1.1101739828548373e+08
2024-07-22 00:00:00.000 UTC,lifinity,9.286447102759058e+08
2023-11-06 00:00:00.000 UTC,meteora,9.579306610051076e+07
2023-02-13 00:00:00.000 UTC,raydium,4.715509767382559e+07
2023-11-20 00:00:00.000 UTC,meteora,6.456361893486167e+07
2024-04-29 00:00:00.000 UTC,lifinity,1.1899050052281437e+09
2024-04-22 00:00:00.000 UTC,meteora,1.3060986498669112e+09
2023-05-08 00:00:00.000 UTC,lifinity,4.271460463629354e+07
2023-04-24 00:00:00.000 UTC,meteora,1.4982150003497198e+06
2022-11-28 00:00:00.000 UTC,whirlpool,4.6667124947754525e+07
2024-05-27 00:00:00.000 UTC,raydium,7.988240953592133e+09
2024-06-10 00:00:00.000 UTC,goosefx_ssl,303495.57061100664
2024-05-20 00:00:00.000 UTC,phoenix,9.402855268047532e+08
2024-12-16 00:00:00.000 UTC,meteora,4.830651997073112e+09
2024-03-18 00:00:00.000 UTC,whirlpool,6.637206956222444e+09
2024-04-08 00:00:00.000 UTC,raydium,5.110107291518783e+09
2023-12-18 00:00:00.000 UTC,goosefx_ssl,9.141959665361805e+06
2023-06-26 00:00:00.000 UTC,whirlpool,1.3191100045873897e+08
2023-08-14 00:00:00.000 UTC,whirlpool,1.185999762080337e+08
2022-12-05 00:00:00.000 UTC,lifinity,1.0678481333090814e+07
2024-06-24 00:00:00.000 UTC,goosefx_ssl,206325.26668249888
2024-08-19 00:00:00.000 UTC,whirlpool,2.5363821691835384e+09
2025-01-13 00:00:00.000 UTC,lifinity,1.0245474346506435e+10
2023-05-22 00:00:00.000 UTC,lifinity,2.528383988628499e+07
2024-01-01 00:00:00.000 UTC,lifinity,5.795562960050914e+08
2022-12-12 00:00:00.000 UTC,whirlpool,7.07626915023272e+07
2024-10-21 00:00:00.000 UTC,pumpdotfun,1.3408689604148335e+09
2024-08-19 00:00:00.000 UTC,phoenix,4.0780473669132704e+08
2023-08-21 00:00:00.000 UTC,lifinity,2.061629865290829e+07
2024-04-22 00:00:00.000 UTC,raydium,5.432374299529627e+09
2023-12-18 00:00:00.000 UTC,whirlpool,3.2767435477468557e+09
2023-04-10 00:00:00.000 UTC,phoenix,700019.4570119743
2023-10-16 00:00:00.000 UTC,goosefx_ssl,861634.0752498439
2022-08-29 00:00:00.000 UTC,meteora,3238.978484882598
2024-11-11 00:00:00.000 UTC,whirlpool,8.3054040842169695e+09
2024-03-25 00:00:00.000 UTC,raydium,8.558081634403912e+09
2024-03-18 00:00:00.000 UTC,goosefx_ssl,6.031306164705772e+06
2022-08-15 00:00:00.000 UTC,raydium,1.1029081778251211e+08
2023-03-06 00:00:00.000 UTC,raydium,7.096192580540994e+07
2023-12-25 00:00:00.000 UTC,raydium,2.4383944601144943e+09
2024-01-08 00:00:00.000 UTC,goosefx_ssl,6.300013445966928e+06
2024-09-02 00:00:00.000 UTC,phoenix,4.127396638066363e+08
2024-07-15 00:00:00.000 UTC,meteora,1.4004171656482785e+09
2022-09-05 00:00:00.000 UTC,whirlpool,1.3206471232980703e+08
2024-03-25 00:00:00.000 UTC,lifinity,1.2778494801933746e+09
2024-08-05 00:00:00.000 UTC,pumpdotfun,6.059453283927938e+08
2024-12-02 00:00:00.000 UTC,raydium,2.3422185012886497e+10
2024-01-15 00:00:00.000 UTC,whirlpool,1.6432184708709548e+09
2022-09-12 00:00:00.000 UTC,lifinity,4.5338157967192546e+07
2022-07-25 00:00:00.000 UTC,meteora,0.74233219809
2024-01-08 00:00:00.000 UTC,meteora,3.726495851740604e+08
2022-11-14 00:00:00.000 UTC,lifinity,3.749244434333943e+07
2024-05-13 00:00:00.000 UTC,meteora,1.5180275363655825e+09
2024-12-23 00:00:00.000 UTC,meteora,2.6834477659513617e+09
2022-12-19 00:00:00.000 UTC,raydium,1.871022037837512e+07
2024-05-06 00:00:00.000 UTC,pumpdotfun,3.8297743615979946e+08
2024-12-09 00:00:00.000 UTC,raydium,2.7274825479222813e+10
2024-02-05 00:00:00.000 UTC,whirlpool,2.051814967188471e+09
2023-08-14 00:00:00.000 UTC,phoenix,8.376756002346788e+06
2024-06-17 00:00:00.000 UTC,meteora,1.0720519493571285e+09
2024-06-10 00:00:00.000 UTC,pumpdotfun,4.8239261328334564e+08
2024-02-12 00:00:00.000 UTC,meteora,6.448057319414814e+08
2023-08-21 00:00:00.000 UTC,raydium,3.630310549536787e+07
2024-10-28 00:00:00.000 UTC,raydium,1.4196140143574064e+10
2024-09-30 00:00:00.000 UTC,whirlpool,3.006049696086855e+09
2024-01-15 00:00:00.000 UTC,raydium,2.0983450270776784e+09
2023-07-31 00:00:00.000 UTC,phoenix,8.305570806632149e+06
2023-10-02 00:00:00.000 UTC,whirlpool,1.7589865630377468e+08
2024-08-12 00:00:00.000 UTC,meteora,9.428822083989079e+08
2023-03-13 00:00:00.000 UTC,whirlpool,2.2963358680382484e+08
2023-06-12 00:00:00.000 UTC,phoenix,5.951752791169899e+06
2023-04-10 00:00:00.000 UTC,whirlpool,1.6719547808777705e+08
2024-05-27 00:00:00.000 UTC,lifinity,7.482923975044022e+08
2025-01-20 00:00:00.000 UTC,phoenix,1.5932222278386507e+09
2024-12-23 00:00:00.000 UTC,whirlpool,8.102344110077625e+11
2023-09-11 00:00:00.000 UTC,raydium,3.604347774691877e+07
2023-09-18 00:00:00.000 UTC,phoenix,9.711148784453588e+06
2024-09-23 00:00:00.000 UTC,raydium,5.991442637093199e+09
2024-08-26 00:00:00.000 UTC,meteora,8.789028559261016e+08
2024-04-29 00:00:00.000 UTC,raydium,5.183903745167278e+09
2024-12-30 00:00:00.000 UTC,lifinity,3.8210942651998653e+09
2024-12-23 00:00:00.000 UTC,phoenix,4.306595220479573e+08
2024-04-01 00:00:00.000 UTC,goosefx_ssl,1.7411797732931804e+06
2023-01-16 00:00:00.000 UTC,lifinity,4.608764590208726e+07
2024-07-29 00:00:00.000 UTC,phoenix,9.336341365826267e+08
2024-01-29 00:00:00.000 UTC,raydium,2.1814608477719812e+09
2023-07-31 00:00:00.000 UTC,lifinity,3.270707804544107e+07
2022-10-03 00:00:00.000 UTC,raydium,3.890820295594904e+07
2022-10-03 00:00:00.000 UTC,whirlpool,6.6343350776918165e+07
2023-07-03 00:00:00.000 UTC,meteora,3.2252501388971577e+06
2024-10-21 00:00:00.000 UTC,phoenix,6.357394592308277e+08
2024-09-09 00:00:00.000 UTC,lifinity,4.0960495490241385e+08
2024-07-01 00:00:00.000 UTC,goosefx_ssl,2.0041292142687256e+06
2023-11-13 00:00:00.000 UTC,lifinity,2.328603666447008e+08
2023-03-27 00:00:00.000 UTC,lifinity,2.74768899798748e+07
2023-01-02 00:00:00.000 UTC,meteora,1.147000050545411e+06
2022-10-24 00:00:00.000 UTC,raydium,5.721024623820844e+07
2024-10-07 00:00:00.000 UTC,meteora,1.0910105981314719e+09
2023-10-02 00:00:00.000 UTC,raydium,6.577600428667655e+07
2024-09-16 00:00:00.000 UTC,phoenix,4.16852613568744e+08
2023-12-11 00:00:00.000 UTC,raydium,1.2652739850194514e+09
2025-02-03 00:00:00.000 UTC,whirlpool,7.797413494303114e+09
2025-01-27 00:00:00.000 UTC,raydium,3.818043959206405e+10
2022-09-19 00:00:00.000 UTC,whirlpool,1.332881428724019e+08
2024-12-02 00:00:00.000 UTC,pumpdotfun,1.8764166760079246e+09
2024-07-29 00:00:00.000 UTC,pumpdotfun,6.413278233308158e+08
2024-04-15 00:00:00.000 UTC,goosefx_ssl,5.779119983796182e+06
2023-05-01 00:00:00.000 UTC,meteora,3.2437043506725538e+06
2025-02-10 00:00:00.000 UTC,meteora,1.4634797185160868e+09
2023-02-27 00:00:00.000 UTC,phoenix,45755.89368789894
2024-01-29 00:00:00.000 UTC,goosefx_ssl,9.222518226590954e+06
2023-04-03 00:00:00.000 UTC,phoenix,168335.59917879096
2023-07-10 00:00:00.000 UTC,whirlpool,2.1586758759858653e+08
2023-07-24 00:00:00.000 UTC,meteora,4.306878004505073e+06
2024-09-16 00:00:00.000 UTC,pumpdotfun,2.6719102125102055e+08
2024-03-18 00:00:00.000 UTC,meteora,2.115912422375148e+09
2022-10-31 00:00:00.000 UTC,whirlpool,2.1118199165276703e+08
2024-05-20 00:00:00.000 UTC,whirlpool,2.931343752414676e+09
2025-01-13 00:00:00.000 UTC,phoenix,1.1152449281370687e+09
2022-09-26 00:00:00.000 UTC,meteora,4219.8127325039895
2024-06-24 00:00:00.000 UTC,phoenix,7.457542750858192e+08
2024-07-29 00:00:00.000 UTC,lifinity,1.0875462306340313e+09
2024-04-22 00:00:00.000 UTC,goosefx_ssl,1.0594027382039458e+07
2023-11-13 00:00:00.000 UTC,phoenix,9.131740119773011e+07
2023-01-16 00:00:00.000 UTC,raydium,8.475328579811133e+07
2023-08-28 00:00:00.000 UTC,meteora,3.651976743810955e+06
2024-11-04 00:00:00.000 UTC,raydium,1.614045842497484e+10
2024-10-14 00:00:00.000 UTC,lifinity,1.2942613735529487e+09
2024-02-26 00:00:00.000 UTC,phoenix,8.502043754353802e+08
2024-02-19 00:00:00.000 UTC,phoenix,2.8538006038322043e+08
2022-07-11 00:00:00.000 UTC,lifinity,3.1052151248603433e+07
2023-05-29 00:00:00.000 UTC,meteora,1.858973078951271e+06
2023-09-11 00:00:00.000 UTC,goosefx_ssl,2307.828215939798
2023-07-10 00:00:00.000 UTC,raydium,8.55058339931709e+07
2024-11-25 00:00:00.000 UTC,meteora,2.2954529925251336e+09
2023-05-15 00:00:00.000 UTC,raydium,4.79147907505488e+07
2023-01-30 00:00:00.000 UTC,meteora,1.103819171730002e+06
2023-01-02 00:00:00.000 UTC,lifinity,3.5937318668066785e+07
2022-09-12 00:00:00.000 UTC,raydium,8.33512490710088e+07
2023-09-04 00:00:00.000 UTC,goosefx_ssl,225.067248316904
2024-11-18 00:00:00.000 UTC,meteora,3.2766792775437307e+09
2024-07-01 00:00:00.000 UTC,pumpdotfun,4.161434693674387e+08
2025-01-20 00:00:00.000 UTC,pumpdotfun,3.3321352036768203e+09
2023-10-30 00:00:00.000 UTC,whirlpool,3.798819086165332e+08
2023-03-06 00:00:00.000 UTC,whirlpool,1.8993849399364612e+08
2022-06-27 00:00:00.000 UTC,whirlpool,4.925979440724166e+07
2024-04-15 00:00:00.000 UTC,lifinity,1.4913084015489657e+09
2023-02-06 00:00:00.000 UTC,lifinity,2.910604276688988e+07
2023-09-25 00:00:00.000 UTC,goosefx_ssl,379.2926202712551
2024-07-08 00:00:00.000 UTC,raydium,8.214600079236073e+09
2023-06-12 00:00:00.000 UTC,lifinity,4.771161672808595e+07
2023-01-16 00:00:00.000 UTC,whirlpool,2.336496428385139e+08
2023-08-14 00:00:00.000 UTC,raydium,4.05010267191296e+07
2024-09-30 00:00:00.000 UTC,raydium,6.724496988011596e+09
2024-06-24 00:00:00.000 UTC,lifinity,7.481254846475002e+08
2024-07-29 00:00:00.000 UTC,goosefx_ssl,2.2927102733362205e+06
2024-07-08 00:00:00.000 UTC,whirlpool,2.6932166871942368e+09
2023-04-17 00:00:00.000 UTC,whirlpool,1.5463205657801282e+08
2022-06-27 00:00:00.000 UTC,raydium,4.940094535879904e+07
2024-03-04 00:00:00.000 UTC,raydium,7.565228128087792e+09
2023-03-20 00:00:00.000 UTC,meteora,3.2394367024093973e+06
2024-02-19 00:00:00.000 UTC,lifinity,4.5745239817021894e+08
2024-05-13 00:00:00.000 UTC,goosefx_ssl,463960.0677211745
2024-06-10 00:00:00.000 UTC,phoenix,5.916957759148717e+08
