token_pair,seven_day_volume,thirty_day_volume,all_time_volume,break_1,fee_rate,all_time_fees,tokenA_fees,tokenB_fees,break_2,lps,tvl,tokenA_balance,tokenB_balance,tokenA_price,tokenB_price
<nil>,2.3868662427510732e+08,2.462727722636201e+09,8.323104868464138e+11,|,<nil>,8.744189918685807e+06,5.7406398742286766e+13,6.484532792500659e+13,|,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-PONKE<a href=""https://solscan.io/address/CeNoKCBoX2QTUDhEyX3cXjKFocwvEspzzan15QgNVEe4"" target=""blank""> (CeNo...) </a>",7894.313788658514,512295.7898965303,1.1616142081689991e+08,|,0.003,348484.2624506916,2151.492651701666,1.0661494035894345e+06,|,770,25128.298052018497,12.728473968000000000,203871.090470556000000000,197.63,0.110917
"SOL-JTO<a href=""https://solscan.io/address/2UhFnySoJi6c89aydGAGS7ZRemo2dbkFRhvSJqDX4gHJ"" target=""blank""> (2UhF...) </a>",660851.8549127951,2.534800967606646e+06,1.1512440358415574e+08,|,0.003,345373.21075246006,2954.7123978796512,112628.25069877817,|,1376,70493.61106365827,113.991120544000000000,17897.591757667000000000,197.63,2.68
"SOL-BOME<a href=""https://solscan.io/address/G9FdxCAwKNMr4fe45wpw2u2H7sDEQP7HhhidHbxogX6C"" target=""blank""> (G9Fd...) </a>",512.5660098688297,2014.9414242532407,1.1494006743789916e+08,|,0.01,1.1494006743789997e+06,6168.2212295116615,1.4046665351034123e+08,|,988,1650.9335683545619,3.963582268000000000,417723.064386000000000000,197.63,0.002077
"BONK-$WIF<a href=""https://solscan.io/address/56Ekyu6uBpTna3LR2qkjHjNbDNkCLWK2Lt3uWh7J2R8Z"" target=""blank""> (56Ek...) </a>",570050.7368665946,1.6883497453770305e+06,1.1460863713117792e+08,|,0.0016,183373.81940988783,6.684835263539193e+09,79373.95842880476,|,428,27371.22642720949,310738015.058710000000000000,29586.638073000000000000,1.708e-05,0.745736
"SOL-HONEY<a href=""https://solscan.io/address/3Ka5N5hsufUVdVbxAJJYcSk7Rkm8Mdvc7DfxVDD2oXaw"" target=""blank""> (3Ka5...) </a>",47022.66497356913,219526.61839092316,1.13473787277731e+08,|,0.01,1.1347378727773514e+06,12206.58311703794,7.022299550811919e+06,|,1639,41441.29961155056,34.265385590000000000,659001.909509758000000000,197.63,0.052609
"SOL-TRUMP<a href=""https://solscan.io/address/7m4HiA2ARD1WN3QbrXqwq4ocPcvuaXHq7XqetGzRpCu8"" target=""blank""> (7m4H...) </a>",1.2421369962702387e+06,2.8144075083727885e+07,1.131940517436086e+08,|,0.01,1.131940517436109e+06,6415.87954931284,371635.2867667466,|,955,57520.056710698336,95.388798250000000000,59321.689170920000000000,197.63,0.651842
"$WIF-USDC<a href=""https://solscan.io/address/5tekMFqXyxoGCSZ6PT7Mb4cxuAqkPHYnTMRvcwM8YShu"" target=""blank""> (5tek...) </a>",1595.4652092151837,5210.473106919267,1.09878326281286e+08,|,0.01,1.0987832628128892e+06,6.082638853328387e+06,1.0974570534490016e+06,|,1083,2054.994269569224,1322.959237000000000000,1068.185212000000000000,0.745736,1.000216
"MSOL-USDT<a href=""https://solscan.io/address/7A1R3L7AxcxuZHMJjFgskKGeBR5Rwst3Ai5bv5uAWZFG"" target=""blank""> (7A1R...) </a>",24072.853283569813,435848.1040977965,1.0954933950854482e+08,|,0.003,246904.2752496532,5484.16701270537,247240.22032004746,|,864,9044.387698246477,21.174943418000000000,3747.034376000000000000,249.93,1.001361
"SNSNK-SOL<a href=""https://solscan.io/address/FQ8VgCiwQE86JNtuboY5HtVahYu9ALm8XF41hDNe15Uk"" target=""blank""> (FQ8V...) </a>",73458.53108064644,810856.839478414,1.0921348877487731e+08,|,0.01,1.0921348877487998e+06,2.220841800722094e+07,7792.05527743051,|,653,203343.84475072805,20803649.733361228000000000,360.790770091000000000,0.006347,197.63
"USDC-PYTH<a href=""https://solscan.io/address/CKyPqtvkenW8SRYsK4z5txZzCsCZFS2NTCrzLMmtXTPz"" target=""blank""> (CKyP...) </a>",262839.4084748107,3.01116909403162e+06,1.0628223680189009e+08,|,0.0016,170051.57888303243,169912.46650136955,386375.75922169944,|,1018,40362.820935267824,2673.286723000000000000,189488.867572000000000000,1.000216,0.198898
"SOL-SLERF<a href=""https://solscan.io/address/C3Tv3jzz7N4iAnsNYEjdka8n5pnjZZeVeD4MJJbZu3Ca"" target=""blank""> (C3Tv...) </a>",45571.44378535818,289760.47761833615,1.0517106405990224e+08,|,0.0016,168273.702495841,974.1147962743102,398174.5949994047,|,631,58467.04448887779,2.207853956000000000,549018.498865207000000000,197.63,0.105699
"9ILH8-USDC<a href=""https://solscan.io/address/ApLVWYdXzjoDhBHeRx6SnbFWv4MYjFMih5FijDQUJk5R"" target=""blank""> (ApLV...) </a>",0,0,1.041147940743057e+08,|,0.0001,10411.4794074304,10324.415756643144,10402.80779507598,|,789,6.1136762688960005,2654.748868828000000000,6.112356000000000000,<nil>,1.000216
"SOL-BODEN<a href=""https://solscan.io/address/EDsBQUFs4eoy5gZ8cY9xPZHESYBA7SNWA88QsNrDTH8u"" target=""blank""> (EDsB...) </a>",260.82796792764987,439.42321674639976,1.0402701620198745e+08,|,0.01,1.0402701620198747e+06,6241.971871714178,8.419498907180995e+06,|,453,606.9910647510535,0.774619895000000000,75751.491138552000000000,197.63,0.005992
"HONEY-USDC<a href=""https://solscan.io/address/DSyu4Sc5TyWDATZQaiZSMg4KTauwbsXpHb4Z1dU3i5wR"" target=""blank""> (DSyu...) </a>",14442.541696781653,66755.28467812415,1.0272531578918034e+08,|,0.01,1.0272531578917966e+06,8.4659089059008e+06,1.026391474125945e+06,|,980,21268.728235230286,363581.801566321000000000,2140.590869000000000000,0.052609,1.000216
"ORCA-USDC<a href=""https://solscan.io/address/5Z66YYYaTmmx1R4mATAGLSc8aV4Vfy5tNdJQzk1GP9RF"" target=""blank""> (5Z66...) </a>",177854.20853744695,1.827985064653875e+06,1.025461660805949e+08,|,0.003,251254.62445835752,227139.5761095465,251077.3078236361,|,2071,110231.33351782695,25653.469500000000000000,56090.397347000000000000,2.11,1.000216
"JUPYI-USDT<a href=""https://solscan.io/address/AyFajbj7QEi8CizFnfEjJn3vSUxgDjVKob4A8i618YJD"" target=""blank""> (AyFa...) </a>",1.6519160628240088e+06,6.506306661817786e+06,1.0193636691645537e+08,|,0.003,305809.10074937507,325001.41011587763,305695.41537436337,|,1207,109338.746564752,89667.081538000000000000,30089.123452000000000000,0.883364,1.001361
"USDC-USDT<a href=""https://solscan.io/address/FPPHjpjBk98pd5Z3xXQuDcrZdUdqfraCRJU8yvdT1ZKR"" target=""blank""> (FPPH...) </a>",592766.6498216661,1.1293999852875274e+07,1.018801283435316e+08,|,0.0002,20376.02566870593,20357.5689255231,20363.764683893787,|,344,29562.178167380043,24290.122123000000000000,5259.650993000000000000,1.000216,1.001361
<nil>,1.0800098304149464e+07,7.545042911394808e+07,1.0177816049907173e+08,|,<nil>,101693.06652149011,1.4614654235098239e+07,1.3813207585680837e+07,|,9,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,47475.80361841208,6.207788324304037e+06,1.0171715798355314e+08,|,<nil>,162747.45277368237,11062.337501179843,11118.378208047156,|,476,<nil>,<nil>,<nil>,<nil>,<nil>
"POPCA-USDC<a href=""https://solscan.io/address/82vnbMa6vxm1a9TWy54s1dYRCYeGYZUPQnn7iVLBvmtx"" target=""blank""> (82vn...) </a>",241868.53548801545,945197.9359606453,1.0096756228056185e+08,|,0.003,302902.6868417,711193.1951936212,302710.05377915286,|,504,5101.945496617993,14725.704129023000000000,1972.115958000000000000,0.212513,1.000216
"SOL-HONEY<a href=""https://solscan.io/address/ENYEHSyduTbFN1xoSEGaLu7c1F8AqKucdscMuV5Yypy2"" target=""blank""> (ENYE...) </a>",1.7027177333464925e+06,6.929110940424396e+06,9.93804505590709e+07,|,0.003,298141.3516772062,1768.5191918856501,3.493241272472569e+06,|,634,145892.94319589407,210.861363677000000000,1981037.691125255000000000,197.63,0.052609
<nil>,4.660720570440043e+06,2.0487709238325857e+07,9.904666396207385e+07,|,<nil>,158474.66233932346,125408.09668860582,126120.5203143622,|,613,<nil>,<nil>,<nil>,<nil>,<nil>
"BONK-$WIF<a href=""https://solscan.io/address/3gpyRVcdbH6Jy1AR5Xz5hypNGyGWECLXM5eaA79z4GdQ"" target=""blank""> (3gpy...) </a>",84563.83622322614,291556.3534910629,9.852181003879508e+07,|,0.003,295565.4301163793,1.5199067695547735e+10,787734.5252994183,|,883,14978.791957709558,336865348.047710000000000000,12370.506202000000000000,1.708e-05,0.745736
"MOBIL-USDC<a href=""https://solscan.io/address/FmbpZzT61ftb5pR3Rn5kgerLRvFzKicc7aCj4Zaes5E9"" target=""blank""> (Fmbp...) </a>",40241.97197219683,263746.7699613275,9.794148682845823e+07,|,0.01,979414.8682846108,3.6281520679194254e+08,978515.9659702117,|,955,26911.86065388733,25372851.255445000000000000,10493.359326000000000000,0.000647,1.000216
"SOL-SLERF<a href=""https://solscan.io/address/8JW8DTpLHjQGLrt7Xfcj9YogX8FLpp7hqu85uJ9G9HcG"" target=""blank""> (8JW8...) </a>",399.14882083469007,733.2970132587394,9.736032406376213e+07,|,0.01,973603.2406376101,5048.895640412044,1.2718731671274342e+06,|,1058,2007.0547740930765,3.380244762000000000,12668.208798371000000000,197.63,0.105699
"USDC-RKC<a href=""https://solscan.io/address/9QhM7pJdHmjQ9LWgD7F9biFzqY3775YTQwCkZ2RxTx4N"" target=""blank""> (9QhM...) </a>",8.238511903042,9.583442526033036e+07,9.583442526033036e+07,|,1e-06,95.83442526033035,95.792430555018,88.8156304464446,|,<nil>,69.85950639472,69.844420000000000000,5172064.376088392000000000,1.000216,<nil>
"DUST-USDC<a href=""https://solscan.io/address/CpbNcvqxXdQyQ3SRPDPSwLfzd9sgzBm8TjRFsfJL7Pf4"" target=""blank""> (CpbN...) </a>",0.669159123357,1.662874569002,9.511929520469943e+07,|,0.003,250548.07891841553,161766.53788731544,250524.8200270249,|,342,1452.4551581358098,14230.896084851000000000,75.471582000000000000,0.096759,1.000216
"SOL-BODEN<a href=""https://solscan.io/address/G2Rm8fZ8ZgB8rgWB4Hbvf2FgmsypgdSyXujxHUphzqPT"" target=""blank""> (G2Rm...) </a>",3962.840067128279,8730.96412121204,9.462366834138781e+07,|,0.02,1.8924733668277692e+06,12066.397335975757,1.2135447504753252e+07,|,849,2051.184573090469,4.394254116000000000,197387.872520926000000000,197.63,0.005992
"ALETH-USDC<a href=""https://solscan.io/address/CFD6vHugXYDGxvo8bcwrj5FUU7LehVv6zmx6uS4xKk6G"" target=""blank""> (CFD6...) </a>",61.885657198859995,9.435377208710898e+07,9.435377208710898e+07,|,1e-06,94.35377208710901,9.945411727428006,94.33314371410309,|,<nil>,97.48257068810399,352879.981915000000000000,97.461519000000000000,<nil>,1.000216
"SOL-ZEUS<a href=""https://solscan.io/address/Dsxt7wUigQU5puH9nHjmfwnUenMycAgsFtrkfggLh8P1"" target=""blank""> (Dsxt...) </a>",3.434341478070409e+06,1.7769021344801348e+07,9.387556890369019e+07,|,0.01,938755.6890369053,4886.682998533949,1.8869311933434892e+06,|,1524,384395.01290633087,1945.023594122000000000,1290570.651340000000000000,197.63,<nil>
"MSOL-STSOL<a href=""https://solscan.io/address/DvgSQJyx6JNaPzmhBwzWw6rntGBQCr5fmNnV2AfyEfCg"" target=""blank""> (DvgS...) </a>",2.71002e-05,227502.61514746994,9.323287902076808e+07,|,0.0001,9323.28790207683,299.5237479124303,301.0772554471334,|,177,86638.21086207885,1.879936715000000000,360.687979401000000000,249.93,238.9
"SOL-SAMO<a href=""https://solscan.io/address/4nAiqm5QiZiwh1sMpmuJJdVUH12Fst2kPPzApNfppQGd"" target=""blank""> (4nAi...) </a>",373600.4182770703,1.8723817301567635e+06,9.285833732626502e+07,|,0.01,928583.3732626623,9909.420093381903,8.473978778838032e+07,|,1552,211063.14941900558,329.723487327000000000,35233010.533342330000000000,197.63,0.004141
"USDC-MEDIA<a href=""https://solscan.io/address/67S6KLCtgFZmRYzy6dCDc1v754mmcpK33pZd7Hg2yeVj"" target=""blank""> (67S6...) </a>",620152.8065519175,1.084061915803251e+06,9.268024802383997e+07,|,0.003,255835.2556526569,255650.7543087155,19894.391774654257,|,704,97705.77692323913,97684.677033000000000000,5377.186952000000000000,1.000216,<nil>
"SOL-21RWE<a href=""https://solscan.io/address/AFCHx2PfKB8Szn6196kcrHtbwP7zmi5ijMcJfurq1owv"" target=""blank""> (AFCH...) </a>",0,27.69945102567,9.186849753329568e+07,|,0.02,1.837369950665913e+06,10055.10281395055,2.0499386298837696e+10,|,465,195.42696677413957,0.489621079000000000,37657691.958538000000000000,197.63,2.62e-06
<nil>,2.3141970776890754e+06,4.933323289080745e+07,9.181610241808833e+07,|,<nil>,62786.694604408374,9.158937351336133e+06,9.642926070338923e+06,|,10,<nil>,<nil>,<nil>,<nil>,<nil>
"RENDE-USDC<a href=""https://solscan.io/address/HAWNPF6UZ8YgWisd2gsECNSchdn3hQTEujsZtGxKM1MW"" target=""blank""> (HAWN...) </a>",1.894403189259543e+06,1.3640192767159907e+07,9.146108317761695e+07,|,0.003,274383.2495328438,36623.645577756426,274261.8556594234,|,854,351501.5121775404,70371.282768500000000000,39748.143914000000000000,4.43,1.000216
"SOL-JLP<a href=""https://solscan.io/address/4GZWN1bzbkBXwxMhyj9aQd5ZfovoLNSheBtukKdMtNXS"" target=""blank""> (4GZW...) </a>",9.447924996562669e+06,2.39691154156311e+07,8.990320915178937e+07,|,0.0005,44951.60457589499,264.69171264171,15230.099286515871,|,469,184600.0655731773,836.985791537000000000,4350.694692000000000000,197.63,4.41
"WETH-USDC<a href=""https://solscan.io/address/E5KuHFnU2VuuZFKeghbTLazgxeni4dhQ7URE4oBtJju2"" target=""blank""> (E5Ku...) </a>",230635.0223246702,230635.0223246702,8.960287228564586e+07,|,0.003,188857.9400428159,121.05057479754498,188620.2117911506,|,377,140712.22305500635,36.463391750000000000,45351.386997000000000000,2614.98,1.000216
<nil>,300.334450728281,6.231892091427056e+06,8.897156679158215e+07,|,<nil>,192547.8271341655,222334.5115039738,223195.2303317766,|,398,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,1.378761933884932e+06,1.1889705738125434e+07,8.895452060973248e+07,|,<nil>,266863.5618291922,174318.94748412134,176750.6392938158,|,596,<nil>,<nil>,<nil>,<nil>,<nil>
"BTC-USDC<a href=""https://solscan.io/address/ErSQss3jrqDpQoLEYvo6onzjsi6zm4Sjpoz1pjqz2o6D"" target=""blank""> (ErSQ...) </a>",3.2237511551569997,27.044194931886995,8.878209214959915e+07,|,0.003,204400.3258813732,10.577028020999062,203987.91413990638,|,433,30229.605571361622,0.315926000000000000,150.583989000000000000,95208.97,1.000216
"SOL-GME<a href=""https://solscan.io/address/3w8ZaKpHV2xkpXK7LHoaM3tHkdM7NN9QeGWRYNaZv5FT"" target=""blank""> (3w8Z...) </a>",3544.560233672752,21661.332332343736,8.84934056954854e+07,|,0.01,884934.0569548478,5467.237674380371,7.341870637694779e+07,|,1043,8633.192862564163,17.361424325000000000,2896466.911589317000000000,197.63,0.001796
"SOL-MOBIL<a href=""https://solscan.io/address/9FEw2bnk1zpxjNHeEGvVhgzfhF8CvjG4DMKR4rEB7hZn"" target=""blank""> (9FEw...) </a>",149.44614280864988,610.5456472257601,8.802173797862938e+07,|,0.003,264065.2139358911,1729.7441286882722,6.591461471867192e+07,|,495,844.4654896124,1.016742054000000000,994631.773540000000000000,197.63,0.000647
<nil>,7401.992640616244,165513.92173689164,8.784814608893949e+07,|,<nil>,878481.4608893946,659702.6341405802,641089.1827548757,|,1760,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-VSOLX<a href=""https://solscan.io/address/AJuD76pBTNwCvD1wE9vBM8qwqKUHbj8BsUXzwWtuJ2We"" target=""blank""> (AJuD...) </a>",1.2847062866739344e+06,4.856810042691334e+06,8.68836863533679e+07,|,0.0001,8688.368635336868,52.80276555559701,51.853588763076,|,252,3990.7523841475395,20.193049558000000000,2056.844575068000000000,197.63,<nil>
"JTO-USDC<a href=""https://solscan.io/address/93MjUKNKxazKmgS3GBX2Gj2BttEjJUyi7NYeyDHdHSc2"" target=""blank""> (93Mj...) </a>",158605.2411630731,664980.8302038191,8.664688083817068e+07,|,0.01,866468.8083816993,356791.18575176614,865827.7869896482,|,2578,189165.43803777578,35070.811581763000000000,95155.109495000000000000,2.68,1.000216
"888-USDC<a href=""https://solscan.io/address/HnHRbnm4wjrT39VQ6EnTSbgMsJzuzS5axGNoEHq8DFXr"" target=""blank""> (HnHR...) </a>",2.054280435965,20.933273035387,8.662868108222747e+07,|,1e-06,86.6286810822275,45.471588094053004,86.591034644504,|,<nil>,1.9609374710240002,557008.880152000000000000,1.960514000000000000,<nil>,1.000216
"7I5KK-USDC<a href=""https://solscan.io/address/7PNQ9rfSGCbCC3XTeL6CwwAzevqQGvKXeXMxP2TjS7rM"" target=""blank""> (7PNQ...) </a>",1.0006113740758944e+06,5.137893883508263e+06,8.608877795983718e+07,|,0.003,258266.33387951602,1.2355445305436335e+06,258174.58896133964,|,553,38778.936587212214,443268.282826624000000000,9892.995123000000000000,0.065161,1.000216
"AURY-USDC<a href=""https://solscan.io/address/Gr7WKYBqRLt7oUkjZ54LSbiUf8EgNWcj3ogtN8dKbfeb"" target=""blank""> (Gr7W...) </a>",598284.8014441809,1.7703618863656893e+06,8.431235983303326e+07,|,0.003,246764.31181159112,372301.3694411233,246611.77117103088,|,126,478409.2587663018,2108736.414471999000000000,221074.576728000000000000,0.12201,1.000216
<nil>,87568.79120333612,8.302269930799083e+07,8.302269930799083e+07,|,<nil>,830226.9930799165,14100.640145963684,13999.568537757168,|,1691,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,2.0994400899154622e+07,8.288255671320903e+07,8.288255671320903e+07,|,<nil>,538736.6186358528,1.1551062210027939e+06,1.17356669952147e+06,|,1039,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-CHAT<a href=""https://solscan.io/address/Amp5w7ghC1JP7nnnK3sXWh7SHjazgmnvKaXTX4GnPdZh"" target=""blank""> (Amp5...) </a>",1460.7980779078296,10380.96886344827,8.264365537045288e+07,|,0.003,247930.9661113512,1422.3854184327129,28727.366562757088,|,738,807.68767876851,4.086867777000000000,8379.379314502000000000,197.63,<nil>
<nil>,3.8840248018855285e+06,5.812363731752363e+07,8.2589329959583e+07,|,<nil>,825893.2995958338,8.0210147542811185e+06,8.0535216495502945e+06,|,1110,<nil>,<nil>,<nil>,<nil>,<nil>
"PRCL-JITOS<a href=""https://solscan.io/address/BWGP8CqKgg1rV6kYNFnbGbSYXxnYah4BQg1Sw1Nqy7hm"" target=""blank""> (BWGP...) </a>",2.384508146507648e+06,1.4106626122558843e+07,8.117336514368223e+07,|,0.003,243520.09543104895,755225.1851600171,1174.2442571930956,|,161,57052.159767050645,1386948.460894000000000000,245.216882004000000000,<nil>,232.66
"SOL-3DQTR<a href=""https://solscan.io/address/KLkoFSdCpC523EmmGyJxmLv1A3itv8ZNiMZwjPmFXuk"" target=""blank""> (KLko...) </a>",3.644752933318028e+06,1.936090141132521e+07,8.110374101339862e+07,|,0.003,243311.2230401992,1217.7784767728676,904671.1991898558,|,84,478436.10317625187,2420.867799303000000000,1367604.526976041000000000,197.63,<nil>
"SOL-ANALO<a href=""https://solscan.io/address/6R4nufKnpC8bHH9LridGS2UwpyK1cxgdiKBZtDorGqEn"" target=""blank""> (6R4n...) </a>",526.2971598520598,6139.69934740585,8.107638282010885e+07,|,0.01,810763.8282010775,7456.117514243882,1.4019005235357082e+09,|,1262,4507.866374713747,9.352353946000000000,181788152.041405830000000000,197.63,1.463e-05
"SOL-BAG<a href=""https://solscan.io/address/FvUhfTfkgiR7KizEGC5Qgaj7QNnKZuLPHgKYP6WZXidz"" target=""blank""> (FvUh...) </a>",625.0609704597098,9120.042093511967,7.79475221205743e+07,|,0.01,779475.2212057433,4186.763621856757,1.9126365303178083e+07,|,571,2748.0821907003933,4.176055487000000000,2362123.273715704000000000,197.63,0.000814
"MOON -USDC<a href=""https://solscan.io/address/9gkHqbcHY26FKxky64jdoTY3LJNF17sW35tAbXhBRR39"" target=""blank""> (9gkH...) </a>",0,7.768976608605933e+07,7.768976608605933e+07,|,1e-06,77.68976608605932,36.102945937145996,77.71149701941204,|,<nil>,6.7014472e-05,0.000078000000000000,0.000067000000000000,<nil>,1.000216
"TDS-USDC<a href=""https://solscan.io/address/5rL9rx91xAcrC6DNGzFLAdQMecMuZj2iU64Xa3pF6Prc"" target=""blank""> (5rL9...) </a>",0,0,7.743557208644277e+07,|,1e-06,77.43557208644272,0.20330894105800001,77.41781180549503,|,<nil>,6.8014688e-05,0.000083000000000000,0.000068000000000000,<nil>,1.000216
"JUPYI-USDC<a href=""https://solscan.io/address/HrLmpzp8Nu5wkn9SGZYSS9Ms6deTvMgGc6BETp4161ZX"" target=""blank""> (HrLm...) </a>",1.338975898678585e+06,4.617268918617924e+06,7.72957134513472e+07,|,0.003,231887.140354042,334609.39347455086,231743.25413255382,|,1314,100628.94468767158,68194.413745000000000000,40379.732562000000000000,0.883364,1.000216
"SOL-WYNN<a href=""https://solscan.io/address/J7caZ14NDYVUgKboEqfxH9qyynWbkY7U6u72twVUXwZ2"" target=""blank""> (J7ca...) </a>",1569.59672447459,5756.358024428718,7.67580441447859e+07,|,0.01,767580.441447872,7760.923452026968,3.4974337370863385e+07,|,596,2117.2502733744295,5.368089807000000000,607100.393573000000000000,197.63,0.00174
<nil>,6.557561320992826e+06,7.629176624008872e+07,7.634461476154889e+07,|,<nil>,122151.38361848565,140972.38278950122,142537.50588904502,|,769,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,931042.6622448416,7.9310235946003e+06,7.482661145410208e+07,|,<nil>,1.496532229082038e+06,5.560386514227701e+06,5.63991077256953e+06,|,764,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,6.390578975046674e+06,2.0288833235902235e+07,7.470363340899734e+07,|,<nil>,123484.96443427619,9.274126609740205e+12,9.275565450082115e+12,|,2,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,2.8482430388956955e+06,1.3015360942903098e+07,7.416993187803666e+07,|,<nil>,22455.28742873255,2.127895808889688e+06,2.2658889430007925e+06,|,53,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-JLP<a href=""https://solscan.io/address/D1qM4rMDmSzjarCTXrr1dynmDCP6DPQNkMe5m7UYnZh3"" target=""blank""> (D1qM...) </a>",24427.542495251088,109609.50366953156,7.393903311224145e+07,|,0.003,221817.09933672645,1752.6611336897072,95127.3081510972,|,495,8832.99556222745,32.222373115000000000,558.931511000000000000,197.63,4.41
"MSOL-WETH<a href=""https://solscan.io/address/6jZQFLhSAzTYfo33MSQYvwKvZYwxat8kUa29Mz63oHN9"" target=""blank""> (6jZQ...) </a>",106487.55047992087,855628.8604384684,7.338015766654001e+07,|,0.003,188094.0240494654,4885.598078218617,114.1122743176645,|,396,63117.000267826596,55.629269643000000000,18.819867420000000000,249.93,2614.98
"USDC-JITOS<a href=""https://solscan.io/address/CxvWVYvvSymLWQNLqo61zjr1L86B4HpxoELbAAjxyb8H"" target=""blank""> (CxvW...) </a>",0,80493.6656839587,7.225819096391833e+07,|,0.001,93544.27749449738,93474.75931568486,583.9956240742141,|,158,72656.65193144832,68858.747458000000000000,16.259911390000000000,1.000216,232.66
"SOL-BILLY<a href=""https://solscan.io/address/7aJhJAhUYYaBGs5K8i5GCQb9yXbzMfEds4ZkqhhGnAVA"" target=""blank""> (7aJh...) </a>",1377.0138702396098,5764.021238552065,7.205137020197496e+07,|,0.02,1.4410274040394728e+06,10366.360255279746,3.119384728901178e+07,|,1003,2648.90886951327,4.716672002000000000,415678.688077000000000000,197.63,0.00413
"SLERF-USDC<a href=""https://solscan.io/address/B4fRPpDxNTMVgi7hvCgqufXyJUQubmCbh7KrEUmNaxzP"" target=""blank""> (B4fR...) </a>",482.0311385978879,3623.8372054030833,7.173442646729577e+07,|,0.0016,114775.08234767127,201531.82529848348,114675.37704425832,|,420,6015.520871011991,42251.944155046000000000,1549.197999000000000000,0.105699,1.000216
"USDH1-USDT<a href=""https://solscan.io/address/963Do8Jw6aKaRB7YLorAGrqAJqhWqVGAStkewfne1SX5"" target=""blank""> (963D...) </a>",406380.74682667124,7.825930453249275e+06,7.150516293241197e+07,|,0.0001,7150.516293241706,7163.650694912986,7145.673929367238,|,258,45013.50393872718,60945.178442000000000000,44952.323826000000000000,<nil>,1.001361
"TNSRX-USDC<a href=""https://solscan.io/address/GJLLHqhu7HnTZzwSBgqLsshdnDP5NwTnwkjTxQbGrf9Q"" target=""blank""> (GJLL...) </a>",9.377779064528307e+06,1.4159079027260758e+07,7.020170165948388e+07,|,0.003,210605.10497845366,308506.2856637087,210505.02517119283,|,431,127954.64978178994,500921.287127246000000000,127927.017546000000000000,<nil>,1.000216
<nil>,196.38838329867053,11254.038968761668,6.913694706829067e+07,|,<nil>,207410.84120486895,653389.5752896345,659499.4603361965,|,350,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,1.9430577744098604e+07,4.563742459523266e+07,6.836017688991563e+07,|,<nil>,317020.94749428926,8.626036720421508e+06,8.921404661576943e+06,|,45,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,1.0710424826909024e+06,2.662415207519798e+07,6.644811084868784e+07,|,<nil>,1.3289622169737457e+06,3.216980181470582e+06,3.140521288775519e+06,|,1103,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,19072.147917389928,6.635856172642232e+07,6.635856172642232e+07,|,<nil>,1.3271712345284533e+06,78843.71126090696,81159.24965600373,|,1416,<nil>,<nil>,<nil>,<nil>,<nil>
"SAN-USDC<a href=""https://solscan.io/address/DCMq1CU2ua5pK7C9tjuvkGs9cKKPYQB6EFdhRzyH5HcQ"" target=""blank""> (DCMq...) </a>",0,0,6.6179997717823006e+07,|,1e-06,66.17999771782299,0.20309973510699997,66.202005396833,|,<nil>,6.4013824e-05,0.000110000000000000,0.000064000000000000,<nil>,1.000216
<nil>,2.8771786691302713e+07,6.607668318293335e+07,6.607668318293335e+07,|,<nil>,105722.69309269481,183280.12557447725,185534.0809568239,|,972,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,8.0292941195967365e+06,6.539510494886995e+07,6.539510494886995e+07,|,<nil>,104632.16791819491,436364.25889145077,440558.7704060583,|,336,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,14759.07031249478,125184.51719035467,6.385896277251386e+07,|,<nil>,1.2771792554502566e+06,1.6733047433273677e+07,1.6638616533108985e+07,|,1297,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-21RWE<a href=""https://solscan.io/address/7TyTfzmcp2S1nis5YZ7XnmWWpZGJTrWhrf2iopLFEXMP"" target=""blank""> (7TyT...) </a>",8.34095286353,67.17847876028002,6.371606641781153e+07,|,0.003,191148.19925343897,1057.8692215695783,3.6232434004109697e+09,|,417,402.29510616540824,1.141166583000000000,67468074.185923000000000000,197.63,2.62e-06
"SOL-GANG<a href=""https://solscan.io/address/15FXRDw7HqPYydehjQRTb8XyV8mPSjdVy1RNacioZaX"" target=""blank""> (15FX...) </a>",6.303733262113913e+07,6.303733262113913e+07,6.303733262113913e+07,|,0.01,630373.3262114624,2635.720378831023,9.845412220607348e+06,|,690,149264.29098341617,755.271421259000000000,39303746.022853136000000000,197.63,<nil>
