token_pair,seven_day_volume,thirty_day_volume,all_time_volume,break_1,fee_rate,all_time_fees,tokenA_fees,tokenB_fees,break_2,lps,tvl,tokenA_balance,tokenB_balance,tokenA_price,tokenB_price
<nil>,2.3868662427510732e+08,2.462727722636201e+09,8.323104868464138e+11,|,<nil>,8.744189918685807e+06,5.7406398742286766e+13,6.484532792500659e+13,|,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,225.98983167805073,3042.3573722181554,2.299554980345516e+07,|,<nil>,229955.4980345488,1.540017198360767e+06,1.5585129029560434e+06,|,174,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-ATLAS<a href=""https://solscan.io/address/23YhpF9dECKeK3LPQRGFRcMXXsXXeMwWWutxSvKWZaBF"" target=""blank""> (23Yh...) </a>",10701.002713746784,131735.70320544168,2.2976607422178272e+07,|,0.01,229766.07422178055,2760.6525135588404,4.808776217151682e+07,|,589,17533.542163403185,16.620252392000000000,7911650.018418780000000000,197.63,0.001801
"SOL-ESPKH<a href=""https://solscan.io/address/38s9RckH4rgxFisvsGKnSKngwXryXAP4K3XkXheK1H6y"" target=""blank""> (38s9...) </a>",151367.88162383786,2.26341686121739e+06,2.2962091815564167e+07,|,0.003,68886.27544669238,367.68442620385196,73674.63951309996,|,630,8280.537158239411,41.899191207000000000,65969.278198669000000000,197.63,<nil>
<nil>,48305.51768169946,2.2841406466512278e+07,2.2841406466512278e+07,|,<nil>,148469.14203232908,2235.9414703860716,2211.121456281412,|,389,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-AURA<a href=""https://solscan.io/address/2MgvHxqEosoLtcJGKZcN4ouCVZVZ2qVFb6SZzyeWfdjF"" target=""blank""> (2Mgv...) </a>",8347.88085306757,175075.796219255,2.2613446233072653e+07,|,0.02,452268.92466145335,2661.5256242321734,2.3330910008072115e+07,|,225,10190.669260118018,51.564384254000000000,7243783.502484000000000000,197.63,<nil>
<nil>,322.0978334951497,2.2270147909219697e+07,2.2270147909219697e+07,|,<nil>,222701.47909220261,12100.676453124885,12323.443956457817,|,139,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-KAMA<a href=""https://solscan.io/address/3LRFc7rxudfBATaz2dcU23rMp1a2eGeGatpuKvtKKRhS"" target=""blank""> (3LRF...) </a>",544.94606806507,1220.0967672075706,2.224397643794831e+07,|,0.02,444879.5287589634,2722.889251018902,3.3287169539195523e+07,|,591,17608.568089949844,1.297390696000000000,2112510.928500044000000000,197.63,0.008214
"SOL-$MICH<a href=""https://solscan.io/address/Dx3vvHtC5DCjjLWeEM7gagqXmYhaLV2FpuyZu6TJntft"" target=""blank""> (Dx3v...) </a>",131.04442092468005,9365.97602291347,2.2020505770846624e+07,|,0.01,220205.05770846453,1406.6010538994126,951892.8083079427,|,308,189.517782041616,0.501969369000000000,2677.623874000000000000,197.63,0.033729
"SOL-RNT<a href=""https://solscan.io/address/2intRs65oQsjJwzvJrcAUmQkfQJ28bXLCfmQheebs6j7"" target=""blank""> (2int...) </a>",3.88987247089,133.00353638021005,2.1928588036795236e+07,|,0.02,438571.7607359018,2765.9796995985407,1.657721894798e+07,|,379,120.01026947201,0.607247227000000000,46005.190863000000000000,197.63,<nil>
"SOL-FIDA<a href=""https://solscan.io/address/A73SMfz2Skp4PkQpDd1UrMiwaseazk5wKKAWKf96Dcys"" target=""blank""> (A73S...) </a>",689662.3886917107,3.8052154102752334e+06,2.1581934441438667e+07,|,0.0005,10790.967220719216,58.26938037762694,36767.574355908444,|,17,237736.38235615945,601.402619316000000000,818836.797013000000000000,197.63,0.145183
"SOL-GUAC<a href=""https://solscan.io/address/C2YDhV54iUSGWrgrrkCWgeuzmwFuo4UVtQaSKcG98Ubn"" target=""blank""> (C2YD...) </a>",66702.85870216136,342737.96712889336,2.157263215959067e+07,|,0.003,64717.896478768846,586.8567570087196,3.50448848369815e+11,|,99,17759.580725633798,31.213605332000000000,579541795193.531800000000000000,197.63,2e-08
<nil>,40257.157270689815,277307.8362645467,2.153778741425722e+07,|,<nil>,215377.87414257528,4.21815120179011e+06,4.368051619864685e+06,|,445,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-SOLAM<a href=""https://solscan.io/address/4evBGJ7fx1cS4MJHcWDT3GVTHrW4ziUTp8sd3njf4bDd"" target=""blank""> (4evB...) </a>",384.2356612049798,4094.0317010537706,2.1234936360533837e+07,|,0.02,424698.72721067176,2926.56137046663,1.5171600027822316e+07,|,604,5697.636858734899,6.861708353000000000,1007321.911121000000000000,197.63,0.00431
<nil>,116.65359047692009,681.6138817089285,2.1219606107061524e+07,|,<nil>,63658.81832118296,884276.6145965579,890350.7037573863,|,254,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-HAMMY<a href=""https://solscan.io/address/BQ16FsHQTC1oymbKYGcGftGGQ9GNCiRRmA498YHH41v"" target=""blank""> (BQ16...) </a>",2082.2351854407502,24354.63837330388,2.116733300428531e+07,|,0.02,423346.66008570214,2708.8173509013736,1.150578293233521e+07,|,250,7377.270539917216,0.484896026000000000,1240238.551916000000000000,197.63,0.005871
"SOL-NUB<a href=""https://solscan.io/address/AHtyYjpUrLjodCrVHKMTYugrW1jDQ7XjFssb24tqair4"" target=""blank""> (AHty...) </a>",1878.5442622344901,13391.789027772053,2.11249209554357e+07,|,0.02,422498.4191087049,2244.18044643016,1.4067993123136679e+07,|,551,6022.742964794472,6.247488298000000000,664176.980505026000000000,197.63,0.007209
"TNSRX-USDC<a href=""https://solscan.io/address/FoXLQ28dLdQanraVjXFeunGfwyWFjeF8fJZvLFHqmWi1"" target=""blank""> (FoXL...) </a>",88419.21079194685,212610.65048275984,2.107979324295485e+07,|,0.01,210797.932429545,150677.50222064633,210668.6613280798,|,630,53306.88142984008,174101.776438194000000000,53295.369630000000000000,<nil>,1.000216
"MOCKJ-USDC<a href=""https://solscan.io/address/3bewfTEgVes1uvczrS1Q8oWwHSWT4njuACH18TwzXFpQ"" target=""blank""> (3bew...) </a>",2.0404954687290005,22.70644925700001,2.07515977587558e+07,|,0.003,62254.7932762676,8.190886788376387e+06,62203.969663061216,|,127,261.85028048291457,385920.202992837000000000,9.842262000000000000,0.000653,1.000216
"SOL-HARAM<a href=""https://solscan.io/address/C2gpTALX9LKN5kKktckYXbmKicB5Z867QNJ3ypemWb94"" target=""blank""> (C2gp...) </a>",3117.980008182749,91200.45097771521,2.071120559255399e+07,|,0.01,207112.0559255366,1261.111070054682,5.632612441049479e+06,|,203,13271.689459923216,2.485764790000000000,2410037.292942771000000000,197.63,0.005303
"USDH1-MSOL<a href=""https://solscan.io/address/4eJ1jCPysCrEH53VUAxgNT8BMccXsgHX1nX4FxXAUVWy"" target=""blank""> (4eJ1...) </a>",11236.739002770377,46964.40140297092,2.0703151585051905e+07,|,0.003,58516.26169483728,58790.88721984757,2271.3522968033726,|,356,2317.79796605325,1503.018520000000000000,9.273788525000000000,<nil>,249.93
"SOL-USDC<a href=""https://solscan.io/address/DFVTutNYXD8z4T5cRdgpso1G3sZqQvMHWpW2N99E4DvE"" target=""blank""> (DFVT...) </a>",305339.39291880693,4.673414188418773e+06,2.0679226080477767e+07,|,0.01,206792.26080477785,5043.980664263547,205849.99706018833,|,788,144999.9413110948,520.379168764000000000,42148.302155000000000000,197.63,1.000216
"SOL-MOTHE<a href=""https://solscan.io/address/1whaZynTjpNy63EWpwtdU7E9B1wAMrFbYREgooNDvUH"" target=""blank""> (1wha...) </a>",24.31309935396001,3254.2022669466005,2.0617672802460328e+07,|,0.02,412353.4560492068,2510.5921229208197,1.1068343910233628e+07,|,518,116.485488064105,0.237427772000000000,7477.441415000000000000,197.63,0.009303
"SOL-HNT<a href=""https://solscan.io/address/HgqUAqFjCUdLZMnaAvxy4EaeZit8bm5MDktgbmLjozHE"" target=""blank""> (HgqU...) </a>",0,0,2.0507426136769418e+07,|,0.0001,2050.74261367693,19.01982352043212,234.66922442921867,|,98,0.03734421937,0.000169099000000000,0.001226620000000000,197.63,3.2
"USDC-PYTH<a href=""https://solscan.io/address/Fra9rBL1F5eAgtoqjXsBzZocD1UKbxXoERKVs6e23ixn"" target=""blank""> (Fra9...) </a>",7865.885884477538,55458.13444915628,2.0160564744636375e+07,|,0.01,201605.64744636006,201439.3606862755,539602.4437220824,|,1485,6861.636694960502,1159.663939000000000000,28666.564111000000000000,1.000216,0.198898
"SOL-INTRO<a href=""https://solscan.io/address/3fMRAjQ17uwJBvbe4JtpGixbSQjkaGhdohzJ1cNdDKBD"" target=""blank""> (3fMR...) </a>",487.91058766547997,28957.75742982792,2.0022005347469162e+07,|,0.003,60066.016042408344,417.52198311954606,1.9775122702204e+06,|,50,20.51515468099,0.103805873000000000,17883.878912891000000000,197.63,<nil>
"SOL-APING<a href=""https://solscan.io/address/8NrkeHEzMawZaEurxF4QFBxcQ7jUpyUbM8qPxGjCMUzq"" target=""blank""> (8Nrk...) </a>",0,0.0409020984,1.9973697734159946e+07,|,0.02,399473.9546831989,3951.1452340393284,4.1579488809625894e+12,|,140,487023.6629448774,1795.681596682000000000,13214310899261.370730000000000000,197.63,1e-08
"SOL-SOLCE<a href=""https://solscan.io/address/7eTTyVnA3Lz8pvW3qt8kS8buVu4825BUwbPbKbkDrert"" target=""blank""> (7eTT...) </a>",8886.34308979876,52764.4504188437,1.9804662222685836e+07,|,0.02,396093.24445371743,2509.2132376048557,3.403549748854147e+07,|,551,7071.3866959117,35.780937590000000000,942951.763145000000000000,197.63,<nil>
"COST-USDC<a href=""https://solscan.io/address/5XLBFdaRBdUPKmimnDMjt2s9SnBpN3STr9eqJquVu9Ft"" target=""blank""> (5XLB...) </a>",10290.729236119,85527.98105047336,1.978645137858057e+07,|,0.01,197864.51378580643,6.59152809452853e+06,197708.38194601945,|,76,9857.66343048116,5419024.301680243000000000,9855.534635000000000000,<nil>,1.000216
"SOL-JENNE<a href=""https://solscan.io/address/2rASSwg6NELDtXK9k15mUNcAD9iCqoJ5BQF2GJAtYwUi"" target=""blank""> (2rAS...) </a>",0.66030497642,118.29429632254003,1.973806468173494e+07,|,0.02,394761.29363470007,2369.897943488603,2.6311968964797296e+07,|,583,462.009024887118,1.714033719000000000,398914.372172000000000000,197.63,0.000309
<nil>,15185.40674245323,880653.1990342151,1.936324714656619e+07,|,<nil>,193632.47146566643,429544.52212718246,420060.7493504328,|,453,<nil>,<nil>,<nil>,<nil>,<nil>
"COMP4-BONK<a href=""https://solscan.io/address/23VkPRNNf7sFmygvw1NiCem731kh96xqie2ifLSSPWPL"" target=""blank""> (23Vk...) </a>",558.6709641978927,4586.322018756405,1.9315726111567557e+07,|,0.003,57947.17833470235,326.06286353603036,1.649989466489563e+09,|,10,102071.38193807361,68.113131774000000000,5976076225.882530000000000000,<nil>,1.708e-05
"SOL-KITTY<a href=""https://solscan.io/address/2593Ke24f61XA1F7qzrUUP1fgoPFcE6NE8hYsfx8ZqBj"" target=""blank""> (2593...) </a>",42.86863966733001,537.64457473535,1.9315113624705385e+07,|,0.02,386302.27249410964,2512.8164480785476,2.495233444865659e+07,|,413,85.04249652787999,0.430311676000000000,84183.543927000000000000,197.63,<nil>
<nil>,1.496751844762275e+06,4.973472172317049e+06,1.9296899304453883e+07,|,<nil>,144011.03558796644,7.268526534737881e+06,7.559782882672251e+06,|,79,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-NEIRO<a href=""https://solscan.io/address/26nkKSE4YbYASbnvjSnrKkFxcJkfr7RxQ5tTPSd4jSoY"" target=""blank""> (26nk...) </a>",9.039336656309999,119.10695250195995,1.9117913344573446e+07,|,0.003,57353.74003371944,310.60571398104275,1.2776964757866554e+06,|,194,75.49839105676999,0.382018879000000000,20995.254690000000000000,197.63,<nil>
<nil>,830270.112693246,9.324435477542337e+06,1.9042050696058005e+07,|,<nil>,265312.8879314931,2.617546456647692e+06,2.653430740842827e+06,|,333,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,682964.7290882281,1.8603020005621377e+07,1.8758422275003754e+07,|,<nil>,375168.4455000753,2.2032284705944313e+06,2.2911928107961672e+06,|,840,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,709689.5614547944,5.112945089329919e+06,1.875044482582314e+07,|,<nil>,212495.5737650846,7.141502806938224e+07,7.442582301746613e+07,|,29,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-ABC<a href=""https://solscan.io/address/5rtJymzkg2hXKVYsjCr8267BidaaTafmABDYDzYsc8Ba"" target=""blank""> (5rtJ...) </a>",63.8837348924,703.6227301606398,1.873046427799316e+07,|,0.02,374609.28555986355,2536.4539360978147,2.6012583014838044e+07,|,685,1272.08312098495,2.410518096000000000,380896.328230000000000000,197.63,0.002089
<nil>,12307.528143470014,1.87197880302082e+07,1.87197880302082e+07,|,<nil>,187197.88030208298,12080.922757460039,12552.27703461011,|,303,<nil>,<nil>,<nil>,<nil>,<nil>
"CHAT-USDC<a href=""https://solscan.io/address/F3RnGgapY1Lnp2Ej1AAbXa3XSK4SJerJHZ6EuDh1v92E"" target=""blank""> (F3Rn...) </a>",70.11092957699701,505.23475071073136,1.864938630876248e+07,|,0.02,372987.72617525,116442.64019152203,372697.82036078343,|,335,327.64839376959196,3148.007168743000000000,327.577637000000000000,<nil>,1.000216
"SOL-SPDR<a href=""https://solscan.io/address/2PtMUYFXNfs8uKPCL1cMUXWt6qWDp5ysUtXkv2MXABJ1"" target=""blank""> (2PtM...) </a>",32824.54799085619,382286.1571869913,1.8636334895204708e+07,|,0.01,186363.34895205023,1514.284020775578,7.78783755708646e+06,|,181,571027.7477791595,297.194611389000000000,72945062.897672137000000000,197.63,0.007023
"META-SOL<a href=""https://solscan.io/address/ChhZisuRoHYVDv99EVTozUEecw46MNpUuYzTUKPeHVEZ"" target=""blank""> (ChhZ...) </a>",38549.418189548924,211622.62181962375,1.8418916619264323e+07,|,0.003,55256.74985779299,207589.66518490517,402.04413802050186,|,90,48095.96448526002,155546.042410000000000000,22.750076940000000000,0.280302,197.63
"LMF-USDC<a href=""https://solscan.io/address/8Mt3QbGAn7x3BowDrDiFmXJbsmzY8mpQ5jNw8BqX5GWc"" target=""blank""> (8Mt3...) </a>",5790.867505097131,277979.4461081572,1.8283931925494693e+07,|,0.003,54851.795776481835,323657.1789255869,54809.74565746057,|,144,17262.2590797698,170869.381332107000000000,5266.945197000000000000,0.070195,1.000216
"SOL-PYTH<a href=""https://solscan.io/address/5tAxSLByaiWR4nnx1VtiGG5LS3Z3So4AR3LiU1fnu98m"" target=""blank""> (5tAx...) </a>",4121.0562475629695,52981.29282632352,1.8038391503696464e+07,|,0.01,180383.91503696312,2875.7569905777164,445317.1693819199,|,1159,22831.130668629372,14.006598669000000000,100870.831148000000000000,197.63,0.198898
"SOL-GECKO<a href=""https://solscan.io/address/6gi7884KnVG5Xni3hKWLd6zUJU2gfbFcGnTNSFFf3ew2"" target=""blank""> (6gi7...) </a>",1907.2631096331688,32418.912212334853,1.7978616665460773e+07,|,0.003,53935.84999638318,475.7261107183189,4.2394401389226156e+08,|,290,1904.21268298023,9.635241021000000000,2627655235.094186000000000000,197.63,<nil>
"SOL-LOCKI<a href=""https://solscan.io/address/HU4mukYu86NQBg5XW3FwVUu3Y5oFResowkeUryi8D6eN"" target=""blank""> (HU4m...) </a>",38120.249559795106,592286.7698711676,1.7933147764555838e+07,|,0.01,179331.4776455573,1029.042495043355,5.009869474540363e+06,|,194,8377.659397169084,13.814531627000000000,313540.612465305000000000,197.63,0.018012
<nil>,1213.9757292841496,5081.114117296385,1.780836636554601e+07,|,<nil>,356167.32731092034,993732.2293579426,1.0013637755286358e+06,|,530,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-W<a href=""https://solscan.io/address/E6LX7h4pxP5CzYomZT3R8E7kc8bvZEHxEGpqr6fhpyvt"" target=""blank""> (E6LX...) </a>",0,6.157677e-05,1.7732139765931465e+07,|,0.01,177321.39765931404,946.7633105857417,129648.40008518018,|,236,37.011311244918005,0.020705968000000000,185.983078000000000000,197.63,0.177001
"BOME-USDC<a href=""https://solscan.io/address/HwozQDikfuj9WLZZBPvwY7NSESFLvoCkahhmsiR6HY9X"" target=""blank""> (Hwoz...) </a>",0.430493466687,11.069144319993033,1.7700438147712927e+07,|,0.0016,28320.701036340044,2.108606528909034e+06,28289.30652800048,|,173,6.740021744678,2268.865614000000000000,2.027150000000000000,0.002077,1.000216
<nil>,660930.4569824294,3.563545855228272e+06,1.766594811855535e+07,|,<nil>,74448.97622150554,3.885561935459191e+11,4.067093674001445e+11,|,3,<nil>,<nil>,<nil>,<nil>,<nil>
<nil>,794.2679483287903,34714.00146864419,1.7626906487238955e+07,|,<nil>,352538.1297447778,1.9035695511869355e+06,1.9402544987662504e+06,|,466,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-WUF<a href=""https://solscan.io/address/gpSJMBq2ibptLe8mXHrr3rkoNmP9vngwu6W4KYnb1F8"" target=""blank""> (gpSJ...) </a>",210088.1739648522,1.6257323973865046e+06,1.7364718943180107e+07,|,0.01,173647.18943180182,1079.30032923319,4.327708860814632e+11,|,656,271459.9858968686,1373.576814739000000000,778252539605.611500000000000000,197.63,<nil>
<nil>,0.7224489308700001,84.53302764465,1.73302269147423e+07,|,<nil>,173302.2691474201,1.253212030017063e+07,1.3604948045886347e+07,|,245,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-DITH<a href=""https://solscan.io/address/2SQB6SN4ssqGCDsCywTeutL3QfWhcMpfe8yTDo6Y6THF"" target=""blank""> (2SQB...) </a>",186.44303314311009,1429.547620427809,1.725484766455831e+07,|,0.003,51764.5429936756,311.37831675809696,179339.02655161486,|,314,762.2018829457127,0.637902175000000000,24663.020048093000000000,197.63,0.025793
<nil>,1.7226153183758028e+07,1.7226153183758028e+07,1.7226153183758028e+07,|,<nil>,27561.845094012933,122651.19286777287,125477.02951115475,|,319,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-SOLC<a href=""https://solscan.io/address/2JW6cZ84NURC4TUcsXH5aTJMr2jK4NT3i12yxgEEgpYn"" target=""blank""> (2JW6...) </a>",9029.788105882968,31834.492030639012,1.71501929832751e+07,|,0.02,343003.85966550146,1981.8634858311432,2.804966084693481e+06,|,583,2500.1957280544098,12.650891707000000000,153396.461260000000000000,197.63,<nil>
"SOL-COCO<a href=""https://solscan.io/address/Gk5jgVnUxk7QyYhRMrpLDfZq5ztfA5SLpgowPQjKFrth"" target=""blank""> (Gk5j...) </a>",0,0,1.714978275945385e+07,|,0.01,171497.82759454055,5764.505270038232,6.335882165283223e+08,|,263,2391.3846724178,12.100312060000000000,1420490769.315990000000000000,197.63,<nil>
"SOL-CHONK<a href=""https://solscan.io/address/5WenwpskXoPw32N4Tzqfq4Lqm7z9WQdqNQddoEfNLTqf"" target=""blank""> (5Wen...) </a>",195.66537762013007,1326.7909106377497,1.7120385586775616e+07,|,0.01,171203.8558677554,1781.5678085954519,6.046895365074315e+09,|,328,1359.5290419332637,1.205815751000000000,188758194.455073000000000000,197.63,5.94e-06
"PENG-USDC<a href=""https://solscan.io/address/BmfXKN6hiBv2WcNHrwD8YiCJFRHBJq7NpGdGKDo9Fzwx"" target=""blank""> (BmfX...) </a>",2.025099470156,298.20035429484403,1.7036645825666536e+07,|,0.02,340732.9165133316,690007.3278502637,340413.56056429906,|,445,165.79087309512,8772.457457000000000000,165.755070000000000000,<nil>,1.000216
"VEUR-USDC<a href=""https://solscan.io/address/25q3qfHDpRq53HjPsxYEqnLg47rbMH5JiwTRY8HX9mP9"" target=""blank""> (25q3...) </a>",278279.8072849619,1.5710070166715938e+06,1.6877802163470462e+07,|,0.0005,8438.90108173538,7818.269580613878,8433.03064507169,|,73,245342.65309943672,190132.588853447000000000,49904.282454000000000000,1.027849,1.000216
"WAVAX-SOL<a href=""https://solscan.io/address/3q1kUwCvG2jEvYczQcrQiLWEnAnfNSnvT6dCD14ruf6U"" target=""blank""> (3q1k...) </a>",115563.46813190615,1.0092266727368186e+06,1.685022486276148e+07,|,0.01,168502.248627614,4073.4580177727144,1124.0437835353728,|,577,6746.958672705109,2648.596712410000000000,34.139344597000000000,<nil>,197.63
"USDC-TRUMP<a href=""https://solscan.io/address/CmgW7Kwbr8xH2cqvtsdv77ZRQdJxM9FmP4b4nRGT6YtM"" target=""blank""> (CmgW...) </a>",40501.89982339832,2.245936388872262e+06,1.6769635617369417e+07,|,0.01,167696.35617369553,167615.69848859965,46914.043096482324,|,202,4087.4889304083963,74.566632000000000000,6156.255951620000000000,1.000216,0.651842
"JUPYI-BSO13<a href=""https://solscan.io/address/KdcztfHmVNRd5qY7oR7AdoNhcpHhjXKesK9JTBnNxwL"" target=""blank""> (Kdcz...) </a>",204420.97003624987,1.0745647791936246e+06,1.6726578736146675e+07,|,0.003,50179.736208439856,60772.5286675493,299.1615293603881,|,481,49376.317131698386,37729.605478000000000000,68.470119547000000000,0.883364,234.37
<nil>,1.719564811807123e+06,6.383134714036272e+06,1.6648485755715514e+07,|,<nil>,63057.69959652137,4.245390706941932e+09,3.6388915532390084e+09,|,6,<nil>,<nil>,<nil>,<nil>,<nil>
"MOCKJ-SOL<a href=""https://solscan.io/address/5koN1joRY4DW2GMsdW95zxXPDavSRvLwkeLs5MbMtdgM"" target=""blank""> (5koN...) </a>",63.59044725358999,720.0772238933804,1.6643816224351788e+07,|,0.02,332876.32448703656,6.3616870205576986e+07,3652.041018852059,|,788,465.6535631367657,500985.098206027000000000,0.700856621000000000,0.000653,197.63
"MOTHE-$WIF<a href=""https://solscan.io/address/7tRLgwJyLSkP4XaW2M75mWnSRhA25rP9rZT5ezitZPX2"" target=""blank""> (7tRL...) </a>",0,766.7446145863343,1.6638548362771146e+07,|,0.003,49915.64508831343,892040.0986721949,22409.94204419715,|,83,4.875805419086,460.618594000000000000,0.792064000000000000,0.009303,0.745736
"POPCA-USDC<a href=""https://solscan.io/address/DkZ6UMiH371Eb4dyU7oLmpkm2fyqttzyERwAKdZk7g6T"" target=""blank""> (DkZ6...) </a>",318.086226154378,15300.968314831733,1.6371225674947832e+07,|,0.01,163712.25674947974,9.284830428195216e+06,163528.6462365939,|,327,132.72259493006518,484.742850053000000000,29.702022000000000000,0.212513,1.000216
"SOL-BRAIN<a href=""https://solscan.io/address/8LaYDjBm4KK5FB9GZKSz2Ew5cQWJkZttHbycBtPenBMu"" target=""blank""> (8LaY...) </a>",22265.39922858486,199247.29712346088,1.6370453232675845e+07,|,0.01,163704.53232676128,982.3491927746089,8.978817335850436e+06,|,151,7888.07938681599,39.913370373000000000,4419510.519092000000000000,197.63,<nil>
"SOL-NEIRO<a href=""https://solscan.io/address/9bhbbtRRg2vACe1Fo8KDVZ1JKMpYjTFe6P7cwhL1FYf8"" target=""blank""> (9bhb...) </a>",2.74687886235,130.7638859901201,1.6317982154485784e+07,|,0.01,163179.8215448625,915.9666812436255,4.666037903343841e+06,|,371,17.51724493384,0.088636568000000000,33373.050221000000000000,197.63,<nil>
"USDRB-USDC<a href=""https://solscan.io/address/5kDjnhGz9jjwUE84syEjUJjPyQNo4eA5uxs9fd5zzswS"" target=""blank""> (5kDj...) </a>",0,0,1.6152279382224007e+07,|,0.0001,1615.2279382223846,1629.1254596286,1613.3516211893823,|,202,100.033193503656,511634.675975000000000000,100.011591000000000000,<nil>,1.000216
"SOL-7KBNV<a href=""https://solscan.io/address/2HtfXbKo531ghGgFYzcnJQJ9GNKAdeEJBbMgfF2zagQK"" target=""blank""> (2Htf...) </a>",30.465742978279998,79.29410835333,1.5975518534666203e+07,|,0.003,39882.11754935366,1222.8807379164746,39811.757112113104,|,82,34.43210150849,0.024540123000000000,29.582237000000000000,197.63,1
"PUPS-SOL<a href=""https://solscan.io/address/nKbAdVkW7fCkZtzHvLjuM6AZ7bENRFsKYJZjndAbKmg"" target=""blank""> (nKbA...) </a>",0,0,1.5909476007698493e+07,|,0.003,47728.42802309553,753.8519288521088,334.6427375111409,|,44,0.013566889669212,0.256578746000000000,0.000022141000000000,0.035822,197.63
<nil>,30368.21629478599,1.2032245377020996e+07,1.5897144959206792e+07,|,<nil>,44373.68470620635,67849.58329212079,68796.09583845377,|,70,<nil>,<nil>,<nil>,<nil>,<nil>
"UXPHB-USDC<a href=""https://solscan.io/address/9r5v3ZTSZaRkRANZ5PSxh32ry4udrvtYmxypQG3XJbqN"" target=""blank""> (9r5v...) </a>",0.027044597073000002,1.300316392611,1.586092106743307e+07,|,0.0005,7930.460533716661,812422.9935228659,7927.74190534267,|,35,18.783505360983998,1323.793610070000000000,18.779449000000000000,<nil>,1.000216
<nil>,406.6396727050399,12982.128418829396,1.5826617956288464e+07,|,<nil>,316532.35912576586,2.2704979768044062e+07,2.4240363059094653e+07,|,572,<nil>,<nil>,<nil>,<nil>,<nil>
"SNSNK-USDC<a href=""https://solscan.io/address/HNRJQfhhrPMRoKHXPfcfVkjSGmshbAHnwLRCowk6voeq"" target=""blank""> (HNRJ...) </a>",1757.6470941536204,14019.181071685114,1.5688553816493286e+07,|,0.01,156885.53816493196,2.6700788307436015e+06,156790.66930972235,|,161,43504.74550766675,2947703.702464211000000000,24790.315400000000000000,0.006347,1.000216
<nil>,811487.7759194731,1.0292918828044508e+07,1.5644093723200697e+07,|,<nil>,156440.93723200654,155089.0296899489,155769.79469558163,|,236,<nil>,<nil>,<nil>,<nil>,<nil>
"SOL-$MYRO<a href=""https://solscan.io/address/F3CrqzK3mgwaxHZGWRYmW3ru5oSafxaYy22cN1kGX4mD"" target=""blank""> (F3Cr...) </a>",530.5315430070602,1593.3811511336712,1.5623501272206213e+07,|,0.003,46870.50381661901,285.3409965876366,175396.33099388602,|,287,576.3682136982733,1.535907005000000000,13955.340782615000000000,197.63,0.01955
"VCHF-USDC<a href=""https://solscan.io/address/CsPcrAP4gL2JGJxRBLvw4fTBkGdpRDqiSSCfJ8WcTiUk"" target=""blank""> (CsPc...) </a>",359967.0064541613,1.5882082305818328e+06,1.5544032978666132e+07,|,0.0005,7772.01648933277,6832.4792423371355,7767.0883143529845,|,14,207470.44538613944,163692.574736398000000000,27698.913771000000000000,1.09819,1.000216
"SOL-TNSRX<a href=""https://solscan.io/address/Ew8rDnTPEa2ooVZ9sksNDsFnKdzYnttg8heAf5j95vzS"" target=""blank""> (Ew8r...) </a>",84710.02968909749,210877.51178229658,1.5493254208543383e+07,|,0.01,154932.54208543475,867.612312126217,122823.17764884207,|,584,43824.68833998183,221.751193341000000000,159221.437416697000000000,197.63,<nil>
"SLNDP-USDC<a href=""https://solscan.io/address/BTVdTpn91aEDWQ9gdoGWUZsbFqUKkrYfbQp7Aw8tbw6y"" target=""blank""> (BTVd...) </a>",1079.6213208208549,6659.9526567588255,1.548469937190735e+07,|,0.01,154846.99371907496,133711.28351918352,154707.59326613764,|,115,440.399308707848,244241.551717000000000000,440.304203000000000000,<nil>,1.000216
"USDC-TREMP<a href=""https://solscan.io/address/G44p2sRxv81Z498NTf7A8Wf965aPUfm2DFv5WVW59NK8"" target=""blank""> (G44p...) </a>",73.96165834634802,2354.7140668261536,1.5417187323803935e+07,|,0.02,308343.74647608266,308142.9914008788,968670.1685530383,|,248,356.539728581014,113.958472000000000000,4539.114126000000000000,1.000216,0.053437
"BODEN-USDC<a href=""https://solscan.io/address/HZeYm5ZRUd79NfG844xPCAVNWcp6LW6kBD3XD5NcV5oM"" target=""blank""> (HZeY...) </a>",0.8561554042849999,1.47813241231,1.5408799146495404e+07,|,0.02,308175.9829299032,1.0160278567046489e+06,307910.3019975628,|,112,196.54127633634081,27664.803844647000000000,30.767126000000000000,0.005992,1.000216
