week,blockchain,volume_usd,traders
2024-10-28T00:00:00Z,bnb,4.80560307714636e+09,441099
2023-02-27T00:00:00Z,kaia,1.0628891231635856e+06,2433
2025-02-10T00:00:00Z,base,1.7115191725451796e+09,672284
2023-01-16T00:00:00Z,celo,6.871737364508847e+06,656
2024-02-26T00:00:00Z,gnosis,3.3107562575669017e+07,3471
2022-12-05T00:00:00Z,gnosis,526756.3993741714,1248
2024-10-28T00:00:00Z,worldchain,4.544019889554593e+06,53748
2023-11-06T00:00:00Z,linea,8.154968697816818e+06,4778
2024-09-23T00:00:00Z,ethereum,8.911219994387585e+09,126478
2024-05-13T00:00:00Z,base,2.7329154263645024e+09,175936
2023-02-20T00:00:00Z,bnb,1.9383037616255696e+09,584484
2023-10-16T00:00:00Z,optimism,2.0868867636474103e+08,51388
2024-09-09T00:00:00Z,zora,587021.7112128799,7275
2023-12-04T00:00:00Z,avalanche_c,1.0430850589218209e+09,49089
2024-02-26T00:00:00Z,optimism,7.303300929690857e+08,93133
2024-08-05T00:00:00Z,ronin,5.1091676347626165e+07,7285
2023-05-01T00:00:00Z,arbitrum,4.72118999299367e+09,160726
2024-07-08T00:00:00Z,fantom,2.6719447323713344e+07,9459
2022-08-22T00:00:00Z,gnosis,1.6075721782051446e+06,1504
2024-02-19T00:00:00Z,zkevm,6.909877357371723e+06,2204
2024-04-08T00:00:00Z,flare,1.6107466210376893e+06,400
2022-10-10T00:00:00Z,kaia,187344.32734214296,165
2023-11-13T00:00:00Z,gnosis,2.3431489652926132e+07,2865
2023-02-27T00:00:00Z,ethereum,1.0164177551951511e+10,125948
2024-07-15T00:00:00Z,optimism,6.314508297988347e+08,271734
2024-05-06T00:00:00Z,blast,4.8300930727953327e+08,51878
2022-08-29T00:00:00Z,optimism,5.607998908061718e+08,17623
2024-04-22T00:00:00Z,ethereum,1.4037166709578941e+10,113304
2024-06-03T00:00:00Z,zksync,1.4584488377520484e+08,212685
2024-03-25T00:00:00Z,ronin,1.1512110876897582e+08,13548
2024-04-08T00:00:00Z,base,4.939440795142907e+09,309477
2024-01-29T00:00:00Z,base,4.232155729272761e+08,44294
2024-02-19T00:00:00Z,polygon,1.668771593691611e+09,83919
2024-01-15T00:00:00Z,zksync,4.6551094148266786e+08,438846
2023-07-31T00:00:00Z,linea,1.7349368006237543e+06,10177
2022-12-05T00:00:00Z,fantom,4.77422113809389e+07,11432
2024-04-01T00:00:00Z,gnosis,2.6954100603900645e+07,2328
2024-05-20T00:00:00Z,kaia,1.9882180113234952e+07,910
2024-12-16T00:00:00Z,ronin,1.3568702670794672e+08,6791
2022-10-31T00:00:00Z,bnb,2.6274679082970047e+09,769505
2024-07-15T00:00:00Z,blast,3.1266547797070414e+08,13108
2023-07-31T00:00:00Z,polygon,4.5434599830029726e+08,79284
2024-01-08T00:00:00Z,arbitrum,6.061647750853381e+09,83111
2024-10-28T00:00:00Z,scroll,1.0099489251564364e+08,27726
2023-08-07T00:00:00Z,base,8.89418584938514e+08,195469
2024-12-02T00:00:00Z,blast,1.5610322089184228e+08,4024
2024-12-23T00:00:00Z,fantom,3.8461399597197354e+07,11661
2024-07-15T00:00:00Z,scroll,1.7833610951694226e+08,77084
2024-08-19T00:00:00Z,sei,2.7452909720880583e+07,3887
2024-02-12T00:00:00Z,ronin,1.3277740041358042e+08,11194
2023-10-23T00:00:00Z,ronin,2.470259565814664e+07,5823
2025-01-20T00:00:00Z,boba,3443.742160687109,15
2025-01-27T00:00:00Z,sonic,1.7378518440119296e+08,5405
2023-02-06T00:00:00Z,bnb,2.3204302400160995e+09,570529
2023-12-18T00:00:00Z,avalanche_c,1.108836520269373e+09,52540
2024-07-15T00:00:00Z,polygon,8.772849735388368e+08,54559
2023-01-23T00:00:00Z,arbitrum,1.033861081476045e+09,77120
2023-04-17T00:00:00Z,polygon,7.79376992942004e+08,87349
2024-09-23T00:00:00Z,gnosis,2.062625592445728e+07,2261
2023-12-18T00:00:00Z,linea,1.2832188588602403e+07,10427
2024-03-04T00:00:00Z,flare,1.885200946277191e+06,399
2024-11-04T00:00:00Z,base,9.756023379704771e+09,3.225883e+06
2023-11-06T00:00:00Z,ethereum,1.0755164429411892e+10,192058
2023-09-04T00:00:00Z,gnosis,1.6644387080583642e+06,1953
2024-07-22T00:00:00Z,base,4.2441606258257895e+09,1.40848e+06
2024-09-09T00:00:00Z,fantom,4.0419025683474004e+07,13005
2024-11-18T00:00:00Z,arbitrum,8.458773294265146e+09,41131
2023-09-11T00:00:00Z,optimism,2.041057998954542e+08,95595
2024-08-05T00:00:00Z,fantom,5.215511615361783e+07,10132
2023-05-08T00:00:00Z,celo,2.839582798056757e+06,1244
2022-09-19T00:00:00Z,gnosis,1.4804733361254968e+06,1564
2022-11-14T00:00:00Z,arbitrum,5.587589868045454e+08,83876
2022-12-19T00:00:00Z,ronin,6.776375190430026e+06,9720
2024-12-09T00:00:00Z,corn,3219.944597223001,24
2024-02-26T00:00:00Z,nova,1.647664490960812e+06,5992
2023-06-12T00:00:00Z,ronin,1.2755890511331988e+07,9391
2024-07-29T00:00:00Z,mantle,3.197153656774345e+08,5116
2023-10-16T00:00:00Z,scroll,4.572578378931161e+06,18088
2024-06-17T00:00:00Z,mantle,3.889790933275281e+07,4485
2024-12-23T00:00:00Z,linea,1.4336320942822236e+08,8424
2022-08-01T00:00:00Z,arbitrum,2.9177807476832485e+08,20392
2024-07-22T00:00:00Z,flare,695503.9110974951,373
2022-09-05T00:00:00Z,kaia,97482.8856120794,285
2024-04-29T00:00:00Z,gnosis,2.6684124970798213e+07,2562
2022-07-11T00:00:00Z,ethereum,1.1587930327090044e+10,79424
2022-07-18T00:00:00Z,ethereum,1.4884631008596134e+10,92422
2024-04-01T00:00:00Z,optimism,6.092077399441154e+08,114383
2025-01-20T00:00:00Z,ronin,8.112451427126352e+07,11701
2024-09-09T00:00:00Z,celo,9.136956659141421e+07,2689
2023-12-18T00:00:00Z,ethereum,1.0190372824762102e+10,205429
2024-07-01T00:00:00Z,mantle,8.48300250757329e+07,4647
2024-10-21T00:00:00Z,blast,6.721191416803984e+07,5476
2024-03-18T00:00:00Z,ronin,1.3562871128637126e+08,12748
2024-07-01T00:00:00Z,boba,4168.579617890993,14
2023-12-11T00:00:00Z,zksync,4.2207007359218633e+08,388894
2024-02-12T00:00:00Z,ethereum,1.081488204120073e+10,212190
2023-08-07T00:00:00Z,zksync,4.586239523000741e+08,599112
2023-05-15T00:00:00Z,avalanche_c,1.2795913859546155e+08,62702
2024-09-02T00:00:00Z,bnb,3.595476403304182e+09,406103
2023-07-17T00:00:00Z,fantom,5.352581168562917e+07,27445
2023-09-04T00:00:00Z,avalanche_c,9.372809168881696e+07,24534
2022-12-26T00:00:00Z,ethereum,5.235503069954169e+09,82202
2024-01-15T00:00:00Z,celo,7.789287869351733e+06,2096
2024-12-02T00:00:00Z,linea,1.8880564773223382e+08,7210
2024-08-05T00:00:00Z,polygon,1.1752727975389879e+09,59175
2024-10-07T00:00:00Z,worldchain,137021.52973286167,1687
2023-08-28T00:00:00Z,ronin,5.648746622799932e+06,10220
2024-12-16T00:00:00Z,zkevm,1.2054341982602254e+07,1111
2023-09-25T00:00:00Z,base,3.054743383608797e+08,54137
2025-01-06T00:00:00Z,polygon,6.989163902242537e+08,133967
2024-05-13T00:00:00Z,polygon,7.912424439051036e+08,58270
2024-06-24T00:00:00Z,zora,152370.0594925688,3030
2024-09-02T00:00:00Z,worldchain,716.5856118622348,1
2024-11-04T00:00:00Z,polygon,2.0060958629059181e+09,148040
2024-01-15T00:00:00Z,scroll,2.1780962087788783e+07,52224
2022-11-14T00:00:00Z,nova,1.5622840118538584e+06,7374
2024-06-17T00:00:00Z,zora,184387.17609555804,3036
2025-02-10T00:00:00Z,flare,3.2394904292519996e+06,2391
2023-10-23T00:00:00Z,zkevm,1.3286530046700917e+07,6481
2023-05-29T00:00:00Z,zkevm,4.061507037006746e+06,7003
2023-08-14T00:00:00Z,kaia,457499.67169153097,2273
2025-02-03T00:00:00Z,kaia,3.4148599045656964e+07,930
2022-10-24T00:00:00Z,arbitrum,9.457195006981765e+08,176646
2023-11-06T00:00:00Z,avalanche_c,4.9102741070380455e+08,26107
2024-01-15T00:00:00Z,linea,9.999928072779853e+06,5778
2024-07-01T00:00:00Z,scroll,1.1942081997665597e+08,62111
2023-07-17T00:00:00Z,kaia,208525.7125919409,3808
2022-11-07T00:00:00Z,arbitrum,1.47286432327508e+09,109813
2023-08-28T00:00:00Z,kaia,117655.71080769831,2418
2024-08-05T00:00:00Z,linea,3.7213455360870695e+08,11346
2023-01-02T00:00:00Z,optimism,2.177303600847538e+08,84167
2022-07-04T00:00:00Z,polygon,7.446823447458922e+08,69765
2024-01-29T00:00:00Z,bnb,2.839603996258918e+09,461324
2024-12-02T00:00:00Z,fantom,1.2472652253255989e+08,35668
2024-03-04T00:00:00Z,gnosis,4.2065970181412846e+07,3440
2023-11-27T00:00:00Z,celo,4.149316295590194e+06,2984
2023-05-29T00:00:00Z,nova,4.0489907365452214e+06,21575
2024-09-02T00:00:00Z,ronin,2.0693557133242782e+07,6185
2023-10-16T00:00:00Z,ethereum,6.999060275612342e+09,151623
2023-11-20T00:00:00Z,gnosis,1.3362295767056419e+07,2429
2023-08-14T00:00:00Z,bnb,2.189812473450903e+09,395523
2024-03-18T00:00:00Z,avalanche_c,1.9530517162057061e+09,51681
2024-12-23T00:00:00Z,scroll,3.281146696738434e+07,6282
2023-08-07T00:00:00Z,arbitrum,9.631613429970287e+08,77102
2022-12-05T00:00:00Z,optimism,1.7449315243597576e+08,54809
2024-03-25T00:00:00Z,gnosis,2.9722591919166923e+07,2815
2025-02-10T00:00:00Z,gnosis,5.200217527332833e+06,1242
2024-04-15T00:00:00Z,ronin,5.4087891185863845e+07,9838
2024-03-11T00:00:00Z,linea,4.8800642124354884e+07,8479
2022-12-26T00:00:00Z,avalanche_c,9.920232453284547e+07,12801
2023-10-30T00:00:00Z,ethereum,9.111754626237259e+09,179388
2024-01-08T00:00:00Z,optimism,8.798338940979389e+08,76319
2022-07-11T00:00:00Z,bnb,2.1005031906430707e+09,705709
2023-06-19T00:00:00Z,gnosis,737601.9588699384,3067
2024-03-25T00:00:00Z,mantle,1.3824228097172028e+08,5820
2024-12-16T00:00:00Z,base,1.4426503195339052e+10,3.883224e+06
2023-07-10T00:00:00Z,celo,2.7318858371892953e+06,4478
2023-11-13T00:00:00Z,flare,2.4477323536167173e+06,584
2024-01-29T00:00:00Z,kaia,162934.77326714987,1360
2022-08-08T00:00:00Z,avalanche_c,2.927212496862138e+08,25284
2024-03-11T00:00:00Z,flare,1.814313901689845e+06,461
2024-07-29T00:00:00Z,flare,1.0100899056480257e+06,374
2022-11-28T00:00:00Z,bnb,1.5394629386197283e+09,574014
2023-03-20T00:00:00Z,polygon,1.082779576263494e+09,105669
2023-11-13T00:00:00Z,avalanche_c,9.044875454833907e+08,24075
2024-10-14T00:00:00Z,zksync,4.493240875717046e+07,7042
2024-02-19T00:00:00Z,bnb,5.391093941311214e+09,461711
2024-08-26T00:00:00Z,scroll,1.1210952987997308e+08,49256
2024-09-23T00:00:00Z,bnb,6.013774821249304e+09,476821
2024-07-22T00:00:00Z,nova,214550.20443005115,1257
2025-01-13T00:00:00Z,ronin,5.379650275634068e+07,4922
2024-08-05T00:00:00Z,gnosis,4.762627190448894e+07,2532
2024-08-26T00:00:00Z,blast,1.2041470373520154e+08,4860
2024-09-16T00:00:00Z,ronin,1.7566119546035975e+07,6872
2024-08-12T00:00:00Z,boba,678.0963999889316,6
2024-07-22T00:00:00Z,arbitrum,4.7736591618270445e+09,35427
2023-01-02T00:00:00Z,polygon,3.490701801965801e+08,56950
2022-11-21T00:00:00Z,polygon,8.692120701129364e+08,66307
2023-09-04T00:00:00Z,optimism,2.0944471339223588e+08,75981
2023-04-24T00:00:00Z,optimism,3.121899508210949e+08,30311
2023-09-25T00:00:00Z,avalanche_c,7.289455823103604e+07,17123
2024-12-02T00:00:00Z,scroll,6.169711586594276e+07,10070
2023-10-30T00:00:00Z,base,2.8628993244873154e+08,38677
2023-06-12T00:00:00Z,ethereum,8.039196785935826e+09,130220
2025-01-06T00:00:00Z,gnosis,3.4617112596065745e+07,2496
2024-04-01T00:00:00Z,flare,1.8517179375266766e+06,409
2022-10-03T00:00:00Z,kaia,249367.92009941072,172
2023-11-13T00:00:00Z,ethereum,1.0452994984559643e+10,191222
2024-12-23T00:00:00Z,zksync,6.525669058131498e+07,6874
2024-12-30T00:00:00Z,celo,3.133749197264503e+08,46529
2024-02-19T00:00:00Z,optimism,5.518478414327152e+08,174001
2024-12-16T00:00:00Z,fantom,9.419181330744508e+07,18424
2023-01-30T00:00:00Z,gnosis,978394.0700955472,1405
2022-12-19T00:00:00Z,optimism,1.5470062929164773e+08,65804
2023-04-17T00:00:00Z,optimism,4.637292919190094e+08,28134
2023-12-11T00:00:00Z,polygon,1.0458858578290604e+09,60185
2024-12-09T00:00:00Z,gnosis,4.922922343061527e+07,2623
2022-10-24T00:00:00Z,celo,4.857664179973251e+06,931
2024-03-18T00:00:00Z,base,3.10355249408345e+09,238091
2024-07-29T00:00:00Z,fantom,4.415025251361675e+07,10925
2024-05-13T00:00:00Z,zksync,3.054727020814229e+08,380616
2023-02-06T00:00:00Z,ethereum,1.4230586865892956e+10,137353
2024-07-22T00:00:00Z,gnosis,2.3163607474501148e+07,2230
2024-03-25T00:00:00Z,blast,6.480629936267009e+08,40744
2024-03-04T00:00:00Z,arbitrum,6.82953337793554e+09,58707
2024-12-30T00:00:00Z,ink,461934.8823334812,5577
2023-02-13T00:00:00Z,nova,1.846420151232241e+06,10449
2023-10-09T00:00:00Z,scroll,114367.20795733765,790
2023-10-30T00:00:00Z,fantom,6.1141044466742985e+07,11603
2024-07-29T00:00:00Z,base,4.54309321860707e+09,1.084234e+06
2022-11-07T00:00:00Z,celo,1.5751288758712787e+07,1210
2023-12-25T00:00:00Z,ronin,7.556389654246578e+07,14659
2024-05-13T00:00:00Z,kaia,1.0877649853384066e+07,882
2024-08-05T00:00:00Z,boba,3141.2175040679467,14
2023-07-31T00:00:00Z,ethereum,7.000005528062618e+09,171496
2023-03-27T00:00:00Z,bnb,1.6638021746899679e+09,534019
2023-02-27T00:00:00Z,arbitrum,2.0659566722805438e+09,141833
2022-08-01T00:00:00Z,optimism,6.894351470483464e+08,20427
2024-01-22T00:00:00Z,gnosis,1.4825907472971002e+07,4592
2023-05-01T00:00:00Z,celo,2.3033361853505233e+06,1122
2024-09-09T00:00:00Z,linea,1.0503785202822824e+08,11336
2023-10-30T00:00:00Z,flare,665377.403222081,407
2022-10-17T00:00:00Z,kaia,200792.99335718708,130
2024-10-28T00:00:00Z,ethereum,1.0723255496477964e+10,104539
2023-07-24T00:00:00Z,polygon,4.151963153391254e+08,87913
2024-01-01T00:00:00Z,bnb,3.9171578635826445e+09,464686
2023-11-20T00:00:00Z,scroll,1.0437474963847784e+07,28101
2024-09-02T00:00:00Z,celo,8.548800847309528e+07,1763
2024-08-26T00:00:00Z,nova,184835.0970494724,1459
2024-11-18T00:00:00Z,zkevm,1.6645839307315405e+07,858
2024-04-08T00:00:00Z,scroll,1.2945587237813136e+08,143190
2024-04-15T00:00:00Z,celo,7.016600787493384e+07,3317
2024-12-23T00:00:00Z,gnosis,2.93620999491689e+07,2369
2024-07-15T00:00:00Z,flare,1.0015934923789173e+06,470
2025-02-03T00:00:00Z,worldchain,5.266255559241955e+06,54148
2025-01-06T00:00:00Z,nova,270351.1851506046,182
2023-11-06T00:00:00Z,gnosis,2.6446113541668776e+07,3513
2023-07-31T00:00:00Z,bnb,2.0705757153392432e+09,446038
2023-05-08T00:00:00Z,optimism,2.9829039934972686e+08,21037
2024-03-04T00:00:00Z,base,1.2448157086651125e+09,86352
2024-12-09T00:00:00Z,zksync,8.479486452842319e+07,6919
2024-03-25T00:00:00Z,nova,1.5508008387464713e+06,4586
2025-01-20T00:00:00Z,worldchain,9.141302228415456e+06,93061
2023-12-18T00:00:00Z,bnb,3.1112912650526853e+09,471601
2023-12-25T00:00:00Z,arbitrum,3.982930355342499e+09,84244
2024-09-30T00:00:00Z,ronin,2.483589707476671e+07,7024
2024-08-12T00:00:00Z,celo,6.869814256639302e+07,897
2023-06-26T00:00:00Z,ethereum,8.04486772500335e+09,150140
2024-05-06T00:00:00Z,bnb,4.629044938518368e+09,417230
2024-12-09T00:00:00Z,mantle,5.756961055452331e+07,20604
2024-07-01T00:00:00Z,kaia,1.6375443215225967e+07,939
2022-06-27T00:00:00Z,arbitrum,4.4458384097520605e+07,8575
2023-09-11T00:00:00Z,fantom,9.257783406821525e+06,7322
2024-07-15T00:00:00Z,zkevm,6.224729843952441e+06,2766
2023-08-07T00:00:00Z,ronin,6.564706822522003e+06,12278
2024-10-14T00:00:00Z,kaia,2.853006071846739e+07,1137
2024-09-30T00:00:00Z,boba,2098.6062944427454,5
2024-12-23T00:00:00Z,blast,1.0527985139196883e+08,2264
2023-02-20T00:00:00Z,kaia,2.0774663607227334e+06,2578
2022-07-18T00:00:00Z,optimism,4.06931092909943e+08,11152
2025-02-10T00:00:00Z,sonic,2.1504952701226592e+07,1961
2024-11-18T00:00:00Z,linea,1.9915099882221928e+08,15308
2024-05-13T00:00:00Z,ronin,3.0201872843750328e+07,8318
2023-03-06T00:00:00Z,polygon,1.5665689163790493e+09,87300
2023-01-16T00:00:00Z,optimism,5.0262102008338445e+08,49139
2024-03-18T00:00:00Z,fantom,2.3140455542564213e+08,21301
2023-03-20T00:00:00Z,arbitrum,6.50599876401358e+09,172287
2024-05-20T00:00:00Z,bnb,5.929625490360316e+09,425438
2024-02-26T00:00:00Z,base,7.214908144866321e+08,62557
2024-07-15T00:00:00Z,base,4.089910265278648e+09,1.238383e+06
2024-06-10T00:00:00Z,zora,245600.06030641054,1717
2025-01-27T00:00:00Z,ronin,5.4928184126620375e+07,7521
2024-09-09T00:00:00Z,scroll,8.892619684151307e+07,48738
2024-07-15T00:00:00Z,sei,3.107136124229434e+07,1840
2024-07-22T00:00:00Z,zksync,9.991311369895191e+07,18313
2023-09-11T00:00:00Z,ethereum,6.0073735835080385e+09,144591
2024-11-18T00:00:00Z,fantom,9.142429546443716e+07,26310
2023-03-06T00:00:00Z,arbitrum,5.677109685539957e+09,113685
2024-02-26T00:00:00Z,avalanche_c,8.56948799620685e+08,34156
2024-07-29T00:00:00Z,linea,2.323735973607099e+08,13247
2024-12-30T00:00:00Z,worldchain,5.033091245265974e+06,71745
2024-09-16T00:00:00Z,celo,9.120413422617292e+07,2514
2024-04-29T00:00:00Z,kaia,1.3244192049731044e+07,895
2022-08-08T00:00:00Z,ethereum,1.2735569015496227e+10,104210
2024-11-04T00:00:00Z,worldchain,7.24756918068397e+06,55661
2022-10-03T00:00:00Z,ronin,1.9397793256649822e+07,21473
2023-09-11T00:00:00Z,flare,1.6392231221107861e+06,747
2024-09-02T00:00:00Z,boba,1121.79645795197,7
2022-10-03T00:00:00Z,arbitrum,4.6721735198660916e+08,50976
2024-07-08T00:00:00Z,optimism,5.492468902958689e+08,163315
2023-05-29T00:00:00Z,avalanche_c,1.710375136375916e+08,86834
2023-11-20T00:00:00Z,arbitrum,2.767095470718255e+09,96455
2023-07-17T00:00:00Z,arbitrum,1.7337198775310378e+09,86560
2025-01-27T00:00:00Z,blast,1.1810438412475803e+08,2061
2023-07-24T00:00:00Z,zksync,3.8770933157280487e+08,543322
2024-04-08T00:00:00Z,gnosis,5.196349021830608e+07,2681
2023-03-06T00:00:00Z,ronin,3.0334832918461215e+07,17453
2025-01-27T00:00:00Z,zksync,8.961642544437476e+07,4757
2022-09-19T00:00:00Z,avalanche_c,1.9343240636589572e+08,16182
2023-08-07T00:00:00Z,mantle,3.264994400607223e+07,3989
2024-05-20T00:00:00Z,celo,7.485724010514519e+07,1255
2022-11-21T00:00:00Z,kaia,109280.70793864204,105
2024-08-26T00:00:00Z,arbitrum,3.7659417938491135e+09,32861
2024-03-11T00:00:00Z,fantom,1.1339677776790716e+08,16487
2023-11-27T00:00:00Z,mantle,4.895358103597106e+07,6428
2024-05-13T00:00:00Z,blast,4.634750554782517e+08,63753
2024-10-14T00:00:00Z,polygon,7.774751243701025e+08,94916
2024-03-25T00:00:00Z,arbitrum,3.808540063919191e+09,154777
2025-01-13T00:00:00Z,mantle,1.1965191805685034e+08,5192
2024-02-12T00:00:00Z,fantom,2.191088876026976e+07,9562
2024-06-17T00:00:00Z,ronin,3.686679460953575e+07,7832
2024-10-07T00:00:00Z,sei,3.588648354597985e+07,4453
2024-09-02T00:00:00Z,kaia,1.1896400192742702e+07,932
2023-02-20T00:00:00Z,celo,4.95875461596299e+06,605
2023-01-09T00:00:00Z,avalanche_c,3.476094024746239e+08,15176
2024-01-01T00:00:00Z,ronin,5.580463173124216e+07,14875
2024-11-11T00:00:00Z,zora,873984.6993425591,7106
2023-01-09T00:00:00Z,fantom,1.2875133129495817e+08,15637
2024-09-30T00:00:00Z,polygon,6.705113064895145e+08,73476
2023-10-30T00:00:00Z,avalanche_c,2.409188345885061e+08,19134
2023-12-18T00:00:00Z,optimism,7.532761327272605e+08,150330
2022-09-19T00:00:00Z,optimism,5.084110099952578e+08,25781
2024-04-29T00:00:00Z,mantle,1.1238120510981748e+08,6620
2022-09-19T00:00:00Z,fantom,8.922258286363347e+07,16563
2024-11-11T00:00:00Z,sei,9.917815302993582e+07,2638
2023-12-25T00:00:00Z,scroll,2.2793463185924534e+07,43851
2024-10-21T00:00:00Z,worldchain,8.1678847185389055e+06,58063
2023-12-25T00:00:00Z,mantle,9.190494106747349e+07,10497
2023-06-26T00:00:00Z,zkevm,5.50283009716178e+06,13433
2024-04-22T00:00:00Z,arbitrum,3.700185828294883e+09,113310
2023-05-29T00:00:00Z,ethereum,6.888678120149868e+09,162444
2024-12-09T00:00:00Z,blast,1.2936787706822862e+08,3382
2024-12-09T00:00:00Z,arbitrum,8.388907965323353e+09,75837
2022-11-28T00:00:00Z,celo,8.147068459972067e+06,1045
2023-02-20T00:00:00Z,gnosis,758579.0371756097,1504
2024-02-05T00:00:00Z,linea,7.53947363848161e+06,4153
2023-07-10T00:00:00Z,ronin,1.4174205730459755e+07,8987
2023-07-24T00:00:00Z,mantle,8.445131293987922e+06,1435
2024-06-03T00:00:00Z,sei,2.237971431953354e+06,593
2025-02-10T00:00:00Z,nova,87907.95242630079,112
2024-04-15T00:00:00Z,zksync,4.630474230704674e+08,473148
2022-10-24T00:00:00Z,bnb,2.0746813977977147e+09,589855
2024-11-11T00:00:00Z,ethereum,2.038253678079229e+10,104223
2024-08-12T00:00:00Z,kaia,1.3566348591671202e+07,848
2024-06-24T00:00:00Z,base,3.7735471772079954e+09,968052
2024-12-30T00:00:00Z,ronin,4.243579958107337e+07,4571
2024-08-26T00:00:00Z,gnosis,1.8926105044908542e+07,1946
2022-10-31T00:00:00Z,arbitrum,8.974344878584068e+08,175139
2023-05-15T00:00:00Z,ethereum,6.6507031483818245e+09,187432
2024-10-14T00:00:00Z,arbitrum,3.7652453916574793e+09,42748
2023-03-06T00:00:00Z,gnosis,1.5292269455571715e+06,3941
2023-02-06T00:00:00Z,fantom,1.7701529795444474e+08,23114
2022-07-11T00:00:00Z,celo,5.6067417215962475e+06,2067
2023-09-25T00:00:00Z,fantom,9.522889167282816e+06,7844
2022-08-29T00:00:00Z,gnosis,1.384542176681754e+06,1313
2023-01-02T00:00:00Z,bnb,1.0176440279621637e+09,483564
2024-01-08T00:00:00Z,avalanche_c,7.974809849984871e+08,34601
2024-03-04T00:00:00Z,blast,1.0018742147677921e+09,28362
2024-04-08T00:00:00Z,polygon,1.628946397398175e+09,106141
2023-03-06T00:00:00Z,kaia,1.3240218929821409e+06,2281
2023-07-31T00:00:00Z,celo,9.363135327828394e+06,7276
2024-03-04T00:00:00Z,scroll,6.853913973282148e+07,87307
2023-08-07T00:00:00Z,gnosis,900968.5681169918,2057
2023-03-20T00:00:00Z,ronin,3.462237012802591e+07,16028
2023-01-30T00:00:00Z,nova,967504.328781622,7479
2023-06-19T00:00:00Z,zkevm,6.623886911170543e+06,12099
2024-07-08T00:00:00Z,zora,706972.584996877,7818
2024-09-16T00:00:00Z,blast,8.819180413249117e+07,5166
2023-01-23T00:00:00Z,fantom,1.946840107007354e+08,17030
2024-12-09T00:00:00Z,polygon,1.2667525241115298e+09,104155
2024-07-22T00:00:00Z,polygon,8.264022054947202e+08,56025
2023-11-27T00:00:00Z,kaia,261711.081776546,1167
2023-08-14T00:00:00Z,celo,5.828386145013253e+06,5972
2024-04-01T00:00:00Z,zkevm,3.9504850369378356e+06,2372
2022-10-17T00:00:00Z,ronin,1.933196757100374e+07,18048
2024-12-02T00:00:00Z,zkevm,2.1072001435703274e+07,941
2023-12-25T00:00:00Z,zksync,7.310111206045998e+08,570434
2022-10-17T00:00:00Z,arbitrum,3.3448754050965875e+08,67352
2024-10-28T00:00:00Z,base,7.9606264122085e+09,2.446855e+06
2024-05-13T00:00:00Z,mantle,9.342324615604316e+07,6111
2024-09-09T00:00:00Z,zksync,4.3621810253301606e+07,11488
2025-02-10T00:00:00Z,zksync,1.2517279312108018e+07,1425
2022-11-28T00:00:00Z,ronin,8.976330053432103e+06,8583
2024-07-22T00:00:00Z,mantle,2.2672293997865376e+08,5498
2024-11-25T00:00:00Z,zora,646242.251253661,5648
2024-04-01T00:00:00Z,base,4.741836187208385e+09,378922
2023-09-25T00:00:00Z,ethereum,5.272590370663253e+09,143273
2024-08-05T00:00:00Z,scroll,1.711338359914111e+08,59279
2023-02-20T00:00:00Z,arbitrum,2.317544528951312e+09,178559
2023-11-13T00:00:00Z,linea,1.1798560452164175e+07,6410
2024-07-01T00:00:00Z,avalanche_c,2.733452987539549e+08,11653
2024-07-01T00:00:00Z,fantom,3.432406897600326e+07,10400
2024-10-28T00:00:00Z,flare,5.98356318503342e+06,553
2024-04-29T00:00:00Z,nova,612193.7328822683,4046
2023-07-10T00:00:00Z,kaia,238450.02874487895,6165
2023-11-27T00:00:00Z,nova,937070.2725457645,9572
2024-12-30T00:00:00Z,boba,2121.950743527416,7
2024-08-05T00:00:00Z,blast,4.22228042358187e+08,8949
2022-07-25T00:00:00Z,ronin,2.927548056185693e+07,24558
2023-07-24T00:00:00Z,ronin,1.0177415837342534e+07,11167
2024-10-07T00:00:00Z,bnb,5.600822580784771e+09,438546
2024-07-22T00:00:00Z,blast,3.798652228924024e+08,10248
2024-05-20T00:00:00Z,optimism,1.1120145196568804e+09,273105
2023-11-06T00:00:00Z,arbitrum,3.25015888229058e+09,68397
2024-12-30T00:00:00Z,mantle,5.285595171105961e+07,8590
2024-04-15T00:00:00Z,kaia,2.011102670133874e+07,913
2024-02-12T00:00:00Z,avalanche_c,6.194436099186829e+08,28491
2024-06-10T00:00:00Z,base,4.740145732077813e+09,629664
2023-04-03T00:00:00Z,optimism,3.44264641405549e+08,41267
2022-09-05T00:00:00Z,fantom,8.952387824112259e+07,17540
2024-08-26T00:00:00Z,zksync,5.644295415004815e+07,15717
2023-10-16T00:00:00Z,avalanche_c,1.2989724561932176e+08,15330
2023-06-19T00:00:00Z,polygon,6.759333191708305e+08,126049
2025-01-13T00:00:00Z,zksync,7.642095077433345e+07,6682
2024-07-29T00:00:00Z,zkevm,7.314474751523651e+06,2101
2023-12-11T00:00:00Z,kaia,931043.9379413936,1577
2024-03-25T00:00:00Z,polygon,1.329121688643208e+09,108990
2022-10-17T00:00:00Z,gnosis,573304.1888216516,1264
2023-11-06T00:00:00Z,scroll,8.928035035616932e+06,35056
2023-04-10T00:00:00Z,celo,7.969566053362146e+06,1010
2023-04-03T00:00:00Z,avalanche_c,2.7945722658901995e+08,37042
