exchange,symbol,funding_rate,predicted_rate,next_funding_time,mark_price,payment_interval,annualized_rate
Binance,1000000MOG,5e-05,0.0,2025-01-29 01:30:00,1.10992688,8,5.475
Binance,1000BONK,5e-05,0.0,2025-01-29 01:30:00,0.02494518,8,5.475
Binance,1000CAT,5e-05,0.0,2025-01-29 01:30:00,0.01520089,8,5.475
Binance,1000CHEEMS,5e-05,0.0,2025-01-29 01:30:00,0.00079471,8,5.475
Binance,1000FLOKI,-4.616e-05,0.0,2025-01-29 05:30:00,0.11966282,8,-5.05452
Binance,1000LUNC,0.0001,0.0,2025-01-29 05:30:00,0.07504005,8,10.95
Binance,1000PEPE,0.0001,0.0,2025-01-29 05:30:00,0.01234236,8,10.95
Binance,1000RATS,5e-05,0.0,2025-01-29 01:30:00,0.0281394,8,5.475
Binance,1000SATS,5e-05,0.0,2025-01-29 01:30:00,0.00012654,8,5.475
Binance,1000SHIB,0.0001,0.0,2025-01-29 05:30:00,0.018509,8,10.95
Binance,1000WHY,5e-05,0.0,2025-01-29 01:30:00,6.45e-05,8,5.475
Binance,1000X,5e-05,0.0,2025-01-29 01:30:00,0.09038699,8,5.475
Binance,1000XEC,0.0001,0.0,2025-01-29 05:30:00,0.03148621,8,10.95
Binance,1INCH,0.0001,0.0,2025-01-29 05:30:00,0.30175258,8,10.95
Binance,1MBABYDOGE,5e-05,0.0,2025-01-29 01:30:00,0.00198351,8,5.475
Binance,AAVE,0.0001,0.0,2025-01-29 05:30:00,289.92,8,10.95
Binance,ACE,5e-05,0.0,2025-01-29 01:30:00,1.4216,8,5.475
Binance,ACH,-0.00068287,0.0,2025-01-29 05:30:00,0.02971905,8,-74.774265
Binance,ACT,5e-05,0.0,2025-01-29 01:30:00,0.18927177,8,5.475
Binance,ACX,5e-05,0.0,2025-01-29 01:30:00,0.39266864,8,5.475
Binance,ADA,0.0001,0.0,2025-01-29 05:30:00,0.9369,8,10.95
Binance,AERGO,5e-05,0.0,2025-01-29 01:30:00,0.10548268,8,5.475
Binance,AERO,5e-05,0.0,2025-01-29 01:30:00,1.0334,8,5.475
Binance,AEVO,5e-05,0.0,2025-01-29 01:30:00,0.24923545,8,5.475
Binance,AGIX,0.0001,0.0,2025-01-29 05:30:00,0.4962,8,10.95
Binance,AGLD,-0.00074752,0.0,2025-01-29 05:30:00,1.5079,8,-81.85344
Binance,AI,5e-05,0.0,2025-01-29 01:30:00,0.4649,8,5.475
Binance,AI16Z,5e-05,0.0,2025-01-29 01:30:00,0.5828771,8,5.475
Binance,AIXBT,5e-05,0.0,2025-01-29 01:30:00,0.45684417,8,5.475
Binance,AKT,5e-05,0.0,2025-01-29 01:30:00,2.5336923,8,5.475
Binance,ALCH,5e-05,0.0,2025-01-29 01:30:00,0.04419043,8,5.475
Binance,ALGO,0.0001,0.0,2025-01-29 05:30:00,0.3698,8,10.95
Binance,ALICE,0.0001,0.0,2025-01-29 05:30:00,0.90814445,8,10.95
Binance,ALPACA,5e-05,0.0,2025-01-29 01:30:00,0.12930006,8,5.475
Binance,ALPHA,0.0001,0.0,2025-01-29 05:30:00,0.06078496,8,10.95
Binance,ALT,5e-05,0.0,2025-01-29 01:30:00,0.0682622,8,5.475
Binance,AMB,5e-05,0.0,2025-01-29 01:30:00,0.005771,8,5.475
Binance,ANIME,5e-05,0.0,2025-01-29 01:30:00,0.04749269,8,5.475
Binance,ANKR,0.0001,0.0,2025-01-29 05:30:00,0.02766883,8,10.95
Binance,APE,0.0001,0.0,2025-01-29 05:30:00,0.90523266,8,10.95
Binance,API3,5e-05,0.0,2025-01-29 01:30:00,1.18161177,8,5.475
Binance,APT,8.858e-05,0.0,2025-01-29 05:30:00,7.45420855,8,9.69951
Binance,AR,0.0001,0.0,2025-01-29 05:30:00,13.077,8,10.95
Binance,ARB,0.0001,0.0,2025-01-29 05:30:00,0.61755246,8,10.95
Binance,ARC,-0.00073076,0.0,2025-01-29 01:30:00,0.32787202,8,-80.01822
Binance,ARK,0.0001,0.0,2025-01-29 05:30:00,0.5066,8,10.95
Binance,ARKM,4.773e-05,0.0,2025-01-29 05:30:00,1.09999193,8,5.226435
Binance,ARPA,0.0001,0.0,2025-01-29 05:30:00,0.03982444,8,10.95
Binance,ASTR,0.0001,0.0,2025-01-29 05:30:00,0.04941764,8,10.95
Binance,ATA,0.0001,0.0,2025-01-29 05:30:00,0.09889626,8,10.95
Binance,ATOM,2.961e-05,0.0,2025-01-29 05:30:00,5.849,8,3.242295
Binance,AUCTION,5e-05,0.0,2025-01-29 01:30:00,12.04584166,8,5.475
Binance,AVA,5e-05,0.0,2025-01-29 01:30:00,0.82834987,8,5.475
Binance,AVAAI,5e-05,0.0,2025-01-29 01:30:00,0.08479921,8,5.475
Binance,AVAX,-1.096e-05,0.0,2025-01-29 05:30:00,33.23,8,-1.20012
Binance,AXL,5e-05,0.0,2025-01-29 01:30:00,0.5411,8,5.475
Binance,AXS,-0.00033517,0.0,2025-01-29 05:30:00,5.3168125,8,-36.701114999999994
Binance,BADGER,5e-05,0.0,2025-01-29 01:30:00,3.7786,8,5.475
Binance,BAKE,-9.531e-05,0.0,2025-01-29 05:30:00,0.18290638,8,-10.436444999999999
Binance,BAL,0.0001,0.0,2025-01-29 05:30:00,2.375,8,10.95
Binance,BAN,5e-05,0.0,2025-01-29 01:30:00,0.03509092,8,5.475
Binance,BANANA,-6.696e-05,0.0,2025-01-29 01:30:00,36.61079239,8,-7.332119999999999
Binance,BAND,7.08e-06,0.0,2025-01-29 05:30:00,1.15148757,8,0.7752600000000001
Binance,BAT,0.0001,0.0,2025-01-29 05:30:00,0.2169,8,10.95
Binance,BB,5e-05,0.0,2025-01-29 01:30:00,0.25860213,8,5.475
Binance,BCH,0.0001,0.0,2025-01-29 05:30:00,421.06,8,10.95
Binance,BEAMX,5e-05,0.0,2025-01-29 01:30:00,0.01513828,8,5.475
Binance,BEL,-0.0004725,0.0,2025-01-29 05:30:00,0.69721617,8,-51.73875
Binance,BICO,0.0001,0.0,2025-01-29 05:30:00,0.22874556,8,10.95
Binance,BIGTIME,5e-05,0.0,2025-01-29 01:30:00,0.08890813,8,5.475
Binance,BIO,5e-05,0.0,2025-01-29 01:30:00,0.2235,8,5.475
Binance,BLUR,0.0001,0.0,2025-01-29 05:30:00,0.18085908,8,10.95
Binance,BLZ,5e-05,0.0,2025-01-29 01:30:00,0.04439529,8,5.475
Binance,BNB,0.0,0.0,2025-01-29 05:30:00,669.23490171,8,0.0
Binance,BNT,9.585e-05,0.0,2025-01-29 05:30:00,0.63197096,8,10.495575
Binance,BNX,0.0001,0.0,2025-01-29 05:30:00,0.24850968,8,10.95
Binance,BOME,5e-05,0.0,2025-01-29 01:30:00,0.00322401,8,5.475
Binance,BOND,5e-05,0.0,2025-01-29 01:30:00,0.39129872,8,5.475
Binance,BRETT,5e-05,0.0,2025-01-29 01:30:00,0.07756603,8,5.475
Binance,BSV,5e-05,0.0,2025-01-29 01:30:00,48.96,8,5.475
Binance,BSW,-4.132e-05,0.0,2025-01-29 01:30:00,0.05386,8,-4.52454
Binance,BTC,0.0001,0.0,2025-01-29 05:30:00,102209.0,8,10.95
Binance,BTCDOM,0.0001,0.0,2025-01-29 05:30:00,3287.6,8,10.95
Binance,BTCST,0.0001,0.0,2025-01-29 05:30:00,0.9191258,8,10.95
Binance,C98,-1.621e-05,0.0,2025-01-29 05:30:00,0.1211349,8,-1.774995
Binance,CAKE,1.047e-05,0.0,2025-01-29 01:30:00,1.91248745,8,1.146465
Binance,CATI,5e-05,0.0,2025-01-29 01:30:00,0.2288,8,5.475
Binance,CELO,8.979e-05,0.0,2025-01-29 05:30:00,0.53,8,9.832005
Binance,CELR,7.301e-05,0.0,2025-01-29 05:30:00,0.01421,8,7.994594999999999
Binance,CETUS,5e-05,0.0,2025-01-29 01:30:00,0.19332385,8,5.475
Binance,CFX,0.0001,0.0,2025-01-29 05:30:00,0.14442,8,10.95
Binance,CGPT,5e-05,0.0,2025-01-29 01:30:00,0.21567,8,5.475
Binance,CHESS,5e-05,0.0,2025-01-29 01:30:00,0.14810321,8,5.475
Binance,CHILLGUY,5.139e-05,0.0,2025-01-29 01:30:00,0.0543,8,5.627205
Binance,CHR,7.523e-05,0.0,2025-01-29 05:30:00,0.15464506,8,8.237685
Binance,CHZ,4.98e-06,0.0,2025-01-29 05:30:00,0.06689689,8,0.54531
Binance,CKB,0.0001,0.0,2025-01-29 05:30:00,0.00817036,8,10.95
Binance,COMBO,0.0001,0.0,2025-01-29 05:30:00,0.33041401,8,10.95
Binance,COMP,4.012e-05,0.0,2025-01-29 05:30:00,69.08,8,4.39314
Binance,COOKIE,5e-05,0.0,2025-01-29 01:30:00,0.26418495,8,5.475
Binance,COS,5e-05,0.0,2025-01-29 01:30:00,0.00609509,8,5.475
Binance,COTI,0.0001,0.0,2025-01-29 05:30:00,0.09397657,8,10.95
Binance,COW,5e-05,0.0,2025-01-29 01:30:00,0.53318752,8,5.475
Binance,CRV,4.316e-05,0.0,2025-01-29 05:30:00,0.7,8,4.72602
Binance,CTK,0.0001,0.0,2025-01-29 05:30:00,0.57093017,8,10.95
Binance,CTSI,-8.111e-05,0.0,2025-01-29 05:30:00,0.12931892,8,-8.881545000000001
Binance,CVC,0.0001,0.0,2025-01-29 05:30:00,0.13740486,8,10.95
Binance,CVX,0.0001,0.0,2025-01-29 05:30:00,2.9802499,8,10.95
Binance,CYBER,5e-05,0.0,2025-01-29 01:30:00,2.407,8,5.475
Binance,D,-0.00013424,0.0,2025-01-29 01:30:00,0.11455052,8,-14.699279999999998
Binance,DAR,0.0001,0.0,2025-01-29 05:30:00,0.21705535,8,10.95
