exchange,symbol,funding_rate,predicted_rate,next_funding_time,mark_price,payment_interval,annualized_rate
Hyperliquid,BTC,1.25e-05,0.0,2025-02-16 15:30:00,97323.0,1,10.95
Hyperliquid,ETH,2.23e-06,0.0,2025-02-16 15:30:00,2704.3,1,1.9534799999999999
Hyperliquid,ATOM,-1.87e-06,0.0,2025-02-16 15:30:00,4.8313,1,-1.6381200000000002
Hyperliquid,MATIC,0.0,0.0,2025-02-16 15:30:00,0.37621,1,0.0
Hyperliquid,DYDX,8.93e-06,0.0,2025-02-16 15:30:00,0.78653,1,7.82268
Hyperliquid,SOL,-2.69e-06,0.0,2025-02-16 15:30:00,193.32,1,-2.35644
Hyperliquid,AVAX,6e-06,0.0,2025-02-16 15:30:00,25.411,1,5.256
Hyperliquid,BNB,1.25e-05,0.0,2025-02-16 15:30:00,657.78,1,10.95
Hyperliquid,APE,-1.465e-05,0.0,2025-02-16 15:30:00,0.72297,1,-12.833400000000001
Hyperliquid,OP,2.92e-06,0.0,2025-02-16 15:30:00,1.1338,1,2.55792
Hyperliquid,LTC,1.25e-05,0.0,2025-02-16 15:30:00,132.51,1,10.95
Hyperliquid,ARB,1.008e-05,0.0,2025-02-16 15:30:00,0.482,1,8.83008
Hyperliquid,DOGE,1.25e-05,0.0,2025-02-16 15:30:00,0.27099,1,10.95
Hyperliquid,INJ,1.25e-05,0.0,2025-02-16 15:30:00,15.244,1,10.95
Hyperliquid,SUI,1.25e-05,0.0,2025-02-16 15:30:00,3.3821,1,10.95
Hyperliquid,kPEPE,5.24e-06,0.0,2025-02-16 15:30:00,0.009953,1,4.59024
Hyperliquid,CRV,1.25e-05,0.0,2025-02-16 15:30:00,0.51494,1,10.95
Hyperliquid,LDO,1.25e-05,0.0,2025-02-16 15:30:00,1.8191,1,10.95
Hyperliquid,LINK,1.25e-05,0.0,2025-02-16 15:30:00,19.059,1,10.95
Hyperliquid,STX,-2.14e-06,0.0,2025-02-16 15:30:00,0.95002,1,-1.87464
Hyperliquid,RNDR,0.0,0.0,2025-02-16 15:30:00,6.8952,1,0.0
Hyperliquid,CFX,2.8e-07,0.0,2025-02-16 15:30:00,0.11862,1,0.24528000000000003
Hyperliquid,FTM,0.0,0.0,2025-02-16 15:30:00,0.71688,1,0.0
Hyperliquid,GMX,-3.21e-05,0.0,2025-02-16 15:30:00,20.198,1,-28.1196
Hyperliquid,SNX,-2.66e-06,0.0,2025-02-16 15:30:00,1.0115,1,-2.33016
Hyperliquid,XRP,1.25e-05,0.0,2025-02-16 15:30:00,2.7589,1,10.95
Hyperliquid,BCH,-1.4e-06,0.0,2025-02-16 15:30:00,334.42,1,-1.2264
Hyperliquid,APT,-2.525e-05,0.0,2025-02-16 15:30:00,5.9335,1,-22.119
Hyperliquid,AAVE,1.25e-05,0.0,2025-02-16 15:30:00,253.2,1,10.95
Hyperliquid,COMP,-3.463e-05,0.0,2025-02-16 15:30:00,57.005,1,-30.33588
Hyperliquid,MKR,1.25e-05,0.0,2025-02-16 15:30:00,1014.7,1,10.95
Hyperliquid,WLD,1.25e-05,0.0,2025-02-16 15:30:00,1.2418,1,10.95
Hyperliquid,FXS,9.01e-06,0.0,2025-02-16 15:30:00,1.8117,1,7.89276
Hyperliquid,HPOS,1.25e-05,0.0,2025-02-16 15:30:00,0.10373,1,10.95
Hyperliquid,RLB,0.00097357,0.0,2025-02-16 15:30:00,0.0814,1,852.8473200000001
Hyperliquid,UNIBOT,0.0,0.0,2025-02-16 15:30:00,7.636,1,0.0
Hyperliquid,YGG,1.25e-05,0.0,2025-02-16 15:30:00,0.2644,1,10.95
Hyperliquid,TRX,1.25e-05,0.0,2025-02-16 15:30:00,0.23909,1,10.95
Hyperliquid,kSHIB,-9.22e-06,0.0,2025-02-16 15:30:00,0.016251,1,-8.07672
Hyperliquid,UNI,1.25e-05,0.0,2025-02-16 15:30:00,9.9001,1,10.95
Hyperliquid,SEI,-2.767e-05,0.0,2025-02-16 15:30:00,0.24058,1,-24.23892
Hyperliquid,RUNE,-0.00010488,0.0,2025-02-16 15:30:00,1.3198,1,-91.87488
Hyperliquid,OX,0.0,0.0,2025-02-16 15:30:00,0.007459,1,0.0
Hyperliquid,FRIEND,0.0,0.0,2025-02-16 15:30:00,4.72,1,0.0
Hyperliquid,SHIA,0.0,0.0,2025-02-16 15:30:00,0.000621,1,0.0
Hyperliquid,CYBER,1.25e-05,0.0,2025-02-16 15:30:00,1.9051,1,10.95
Hyperliquid,ZRO,1.25e-05,0.0,2025-02-16 15:30:00,2.9921,1,10.95
Hyperliquid,BLZ,0.0,0.0,2025-02-16 15:30:00,0.070043,1,0.0
Hyperliquid,DOT,1.005e-05,0.0,2025-02-16 15:30:00,4.9666,1,8.8038
Hyperliquid,BANANA,5.08e-06,0.0,2025-02-16 15:30:00,26.76,1,4.45008
Hyperliquid,TRB,6.25e-06,0.0,2025-02-16 15:30:00,37.732,1,5.475
Hyperliquid,FTT,1.25e-05,0.0,2025-02-16 15:30:00,2.1715,1,10.95
Hyperliquid,LOOM,0.0,0.0,2025-02-16 15:30:00,0.071161,1,0.0
Hyperliquid,OGN,1.25e-05,0.0,2025-02-16 15:30:00,0.080141,1,10.95
Hyperliquid,RDNT,-2.93e-06,0.0,2025-02-16 15:30:00,0.033073,1,-2.56668
Hyperliquid,ARK,1.25e-05,0.0,2025-02-16 15:30:00,0.40014,1,10.95
