exchange,symbol,funding_rate,predicted_rate,next_funding_time,mark_price,payment_interval,annualized_rate
Hyperliquid,BTC,1.25e-05,0.0,2025-01-29 01:30:00,102195.0,1,10.95
Hyperliquid,ETH,4.08e-06,0.0,2025-01-29 01:30:00,3138.3,1,3.5740799999999995
Hyperliquid,ATOM,1.25e-05,0.0,2025-01-29 01:30:00,5.842,1,10.95
Hyperliquid,MATIC,0.0,0.0,2025-01-29 01:30:00,0.37621,1,0.0
Hyperliquid,DYDX,1.25e-05,0.0,2025-01-29 01:30:00,1.0276,1,10.95
Hyperliquid,SOL,1.25e-05,0.0,2025-01-29 01:30:00,231.76,1,10.95
Hyperliquid,AVAX,1.25e-05,0.0,2025-01-29 01:30:00,33.196,1,10.95
Hyperliquid,BNB,1.25e-05,0.0,2025-01-29 01:30:00,668.87,1,10.95
Hyperliquid,APE,9.18e-06,0.0,2025-01-29 01:30:00,0.90171,1,8.04168
Hyperliquid,OP,3.43e-06,0.0,2025-01-29 01:30:00,1.4011,1,3.00468
Hyperliquid,LTC,1.25e-05,0.0,2025-01-29 01:30:00,112.46,1,10.95
Hyperliquid,ARB,1.25e-05,0.0,2025-01-29 01:30:00,0.61606,1,10.95
Hyperliquid,DOGE,-1.926e-05,0.0,2025-01-29 01:30:00,0.32514,1,-16.87176
Hyperliquid,INJ,1.25e-05,0.0,2025-01-29 01:30:00,18.252,1,10.95
Hyperliquid,SUI,1.25e-05,0.0,2025-01-29 01:30:00,3.7042,1,10.95
Hyperliquid,kPEPE,1.25e-05,0.0,2025-01-29 01:30:00,0.012317,1,10.95
Hyperliquid,CRV,1.25e-05,0.0,2025-01-29 01:30:00,0.698,1,10.95
Hyperliquid,LDO,1.25e-05,0.0,2025-01-29 01:30:00,1.8536,1,10.95
Hyperliquid,LINK,1.25e-05,0.0,2025-01-29 01:30:00,23.242,1,10.95
Hyperliquid,STX,1.25e-05,0.0,2025-01-29 01:30:00,1.2731,1,10.95
Hyperliquid,RNDR,0.0,0.0,2025-01-29 01:30:00,6.8952,1,0.0
Hyperliquid,CFX,1.25e-05,0.0,2025-01-29 01:30:00,0.14437,1,10.95
Hyperliquid,FTM,0.0,0.0,2025-01-29 01:30:00,0.71688,1,0.0
Hyperliquid,GMX,1.25e-05,0.0,2025-01-29 01:30:00,20.364,1,10.95
Hyperliquid,SNX,1.25e-05,0.0,2025-01-29 01:30:00,1.476,1,10.95
Hyperliquid,XRP,1.25e-05,0.0,2025-01-29 01:30:00,3.1416,1,10.95
Hyperliquid,BCH,1.25e-05,0.0,2025-01-29 01:30:00,421.02,1,10.95
Hyperliquid,APT,1.25e-05,0.0,2025-01-29 01:30:00,7.4291,1,10.95
Hyperliquid,AAVE,1.25e-05,0.0,2025-01-29 01:30:00,289.59,1,10.95
Hyperliquid,COMP,1.25e-05,0.0,2025-01-29 01:30:00,68.994,1,10.95
Hyperliquid,MKR,1.25e-05,0.0,2025-01-29 01:30:00,1157.2,1,10.95
Hyperliquid,WLD,1.25e-05,0.0,2025-01-29 01:30:00,1.7502,1,10.95
Hyperliquid,FXS,1.237e-05,0.0,2025-01-29 01:30:00,2.4083,1,10.836120000000001
Hyperliquid,HPOS,1.25e-05,0.0,2025-01-29 01:30:00,0.12891,1,10.95
Hyperliquid,RLB,1.25e-05,0.0,2025-01-29 01:30:00,0.076971,1,10.95
Hyperliquid,UNIBOT,0.0,0.0,2025-01-29 01:30:00,7.636,1,0.0
Hyperliquid,YGG,1.25e-05,0.0,2025-01-29 01:30:00,0.31424,1,10.95
