exchange,symbol,funding_rate,predicted_rate,next_funding_time,mark_price,payment_interval,annualized_rate
Hyperliquid,BTC,1.25e-05,0.0,2025-01-29 14:30:00,102839.0,1,10.95
Hyperliquid,ETH,1.25e-05,0.0,2025-01-29 14:30:00,3151.1,1,10.95
Hyperliquid,ATOM,1.25e-05,0.0,2025-01-29 14:30:00,5.9012,1,10.95
Hyperliquid,MATIC,0.0,0.0,2025-01-29 14:30:00,0.37621,1,0.0
Hyperliquid,DYDX,1.25e-05,0.0,2025-01-29 14:30:00,1.0355,1,10.95
Hyperliquid,SOL,1.25e-05,0.0,2025-01-29 14:30:00,234.57,1,10.95
Hyperliquid,AVAX,1.25e-05,0.0,2025-01-29 14:30:00,33.443,1,10.95
Hyperliquid,BNB,1.25e-05,0.0,2025-01-29 14:30:00,671.41,1,10.95
Hyperliquid,APE,1.25e-05,0.0,2025-01-29 14:30:00,0.93028,1,10.95
Hyperliquid,OP,1.25e-05,0.0,2025-01-29 14:30:00,1.4696,1,10.95
Hyperliquid,LTC,1.25e-05,0.0,2025-01-29 14:30:00,114.33,1,10.95
Hyperliquid,ARB,1.25e-05,0.0,2025-01-29 14:30:00,0.61585,1,10.95
Hyperliquid,DOGE,1.25e-05,0.0,2025-01-29 14:30:00,0.331,1,10.95
Hyperliquid,INJ,1.25e-05,0.0,2025-01-29 14:30:00,18.56,1,10.95
Hyperliquid,SUI,1.25e-05,0.0,2025-01-29 14:30:00,3.766,1,10.95
Hyperliquid,kPEPE,1.25e-05,0.0,2025-01-29 14:30:00,0.012647,1,10.95
Hyperliquid,CRV,1.25e-05,0.0,2025-01-29 14:30:00,0.71111,1,10.95
Hyperliquid,LDO,1.25e-05,0.0,2025-01-29 14:30:00,1.8501,1,10.95
Hyperliquid,LINK,1.25e-05,0.0,2025-01-29 14:30:00,23.408,1,10.95
Hyperliquid,STX,1.25e-05,0.0,2025-01-29 14:30:00,1.2717,1,10.95
Hyperliquid,RNDR,0.0,0.0,2025-01-29 14:30:00,6.8952,1,0.0
Hyperliquid,CFX,1.25e-05,0.0,2025-01-29 14:30:00,0.14846,1,10.95
Hyperliquid,FTM,0.0,0.0,2025-01-29 14:30:00,0.71688,1,0.0
Hyperliquid,GMX,1.25e-05,0.0,2025-01-29 14:30:00,20.7,1,10.95
Hyperliquid,SNX,1.25e-05,0.0,2025-01-29 14:30:00,1.4907,1,10.95
