exchange,symbol,funding_rate,predicted_rate,next_funding_time,mark_price,payment_interval,annualized_rate
Hyperliquid,BTC,2.41e-06,0.0,2025-01-29 01:30:00,101912.0,1,2.11116
Hyperliquid,ETH,-9.9e-06,0.0,2025-01-29 01:30:00,3124.1,1,-8.6724
Hyperliquid,ATOM,1.25e-05,0.0,2025-01-29 01:30:00,5.8274,1,10.95
Hyperliquid,MATIC,0.0,0.0,2025-01-29 01:30:00,0.37621,1,0.0
Hyperliquid,DYDX,1.25e-05,0.0,2025-01-29 01:30:00,1.0183,1,10.95
Hyperliquid,SOL,1.25e-05,0.0,2025-01-29 01:30:00,230.76,1,10.95
Hyperliquid,AVAX,1.25e-05,0.0,2025-01-29 01:30:00,33.081,1,10.95
Hyperliquid,BNB,1.25e-05,0.0,2025-01-29 01:30:00,667.2,1,10.95
Hyperliquid,APE,1.25e-05,0.0,2025-01-29 01:30:00,0.8969,1,10.95
Hyperliquid,OP,1.25e-05,0.0,2025-01-29 01:30:00,1.3949,1,10.95
Hyperliquid,LTC,1.25e-05,0.0,2025-01-29 01:30:00,112.29,1,10.95
Hyperliquid,ARB,1.25e-05,0.0,2025-01-29 01:30:00,0.6127,1,10.95
Hyperliquid,DOGE,-3.108e-05,0.0,2025-01-29 01:30:00,0.324,1,-27.226080000000003
Hyperliquid,INJ,1.25e-05,0.0,2025-01-29 01:30:00,18.134,1,10.95
Hyperliquid,SUI,1.25e-05,0.0,2025-01-29 01:30:00,3.7007,1,10.95
Hyperliquid,kPEPE,1.25e-05,0.0,2025-01-29 01:30:00,0.012263,1,10.95
Hyperliquid,CRV,1.25e-05,0.0,2025-01-29 01:30:00,0.69523,1,10.95
Hyperliquid,LDO,1.25e-05,0.0,2025-01-29 01:30:00,1.8513,1,10.95
Hyperliquid,LINK,1.25e-05,0.0,2025-01-29 01:30:00,23.178,1,10.95
Hyperliquid,STX,1.25e-05,0.0,2025-01-29 01:30:00,1.2648,1,10.95
Hyperliquid,RNDR,0.0,0.0,2025-01-29 01:30:00,6.8952,1,0.0
Hyperliquid,CFX,1.25e-05,0.0,2025-01-29 01:30:00,0.14377,1,10.95
Hyperliquid,FTM,0.0,0.0,2025-01-29 01:30:00,0.71688,1,0.0
Hyperliquid,GMX,1.25e-05,0.0,2025-01-29 01:30:00,20.279,1,10.95
Hyperliquid,SNX,1.25e-05,0.0,2025-01-29 01:30:00,1.4685,1,10.95
Hyperliquid,XRP,1.25e-05,0.0,2025-01-29 01:30:00,3.1265,1,10.95
Hyperliquid,BCH,1.25e-05,0.0,2025-01-29 01:30:00,420.86,1,10.95
Hyperliquid,APT,1.25e-05,0.0,2025-01-29 01:30:00,7.3938,1,10.95
Hyperliquid,AAVE,1.25e-05,0.0,2025-01-29 01:30:00,287.9,1,10.95
Hyperliquid,COMP,1.25e-05,0.0,2025-01-29 01:30:00,68.521,1,10.95
Hyperliquid,MKR,1.25e-05,0.0,2025-01-29 01:30:00,1153.2,1,10.95
Hyperliquid,WLD,1.25e-05,0.0,2025-01-29 01:30:00,1.7453,1,10.95
Hyperliquid,FXS,1.25e-05,0.0,2025-01-29 01:30:00,2.3987,1,10.95
Hyperliquid,HPOS,1.25e-05,0.0,2025-01-29 01:30:00,0.12899,1,10.95
Hyperliquid,RLB,1.25e-05,0.0,2025-01-29 01:30:00,0.076891,1,10.95
Hyperliquid,UNIBOT,0.0,0.0,2025-01-29 01:30:00,7.636,1,0.0
Hyperliquid,YGG,1.25e-05,0.0,2025-01-29 01:30:00,0.31331,1,10.95
Hyperliquid,TRX,1.25e-05,0.0,2025-01-29 01:30:00,0.24288,1,10.95
Hyperliquid,kSHIB,1.25e-05,0.0,2025-01-29 01:30:00,0.018359,1,10.95
Hyperliquid,UNI,1.25e-05,0.0,2025-01-29 01:30:00,11.072,1,10.95
Hyperliquid,SEI,-5.99e-06,0.0,2025-01-29 01:30:00,0.30562,1,-5.247240000000001
Hyperliquid,RUNE,-6.931e-05,0.0,2025-01-29 01:30:00,2.1424,1,-60.71556
Hyperliquid,OX,0.0,0.0,2025-01-29 01:30:00,0.007459,1,0.0
Hyperliquid,FRIEND,0.0,0.0,2025-01-29 01:30:00,4.72,1,0.0
Hyperliquid,SHIA,0.0,0.0,2025-01-29 01:30:00,0.000621,1,0.0
Hyperliquid,CYBER,1.25e-05,0.0,2025-01-29 01:30:00,2.3959,1,10.95
Hyperliquid,ZRO,1.25e-05,0.0,2025-01-29 01:30:00,3.5495,1,10.95
Hyperliquid,BLZ,0.0,0.0,2025-01-29 01:30:00,0.070043,1,0.0
Hyperliquid,DOT,1.25e-05,0.0,2025-01-29 01:30:00,5.758,1,10.95
Hyperliquid,BANANA,1.25e-05,0.0,2025-01-29 01:30:00,36.373,1,10.95
Hyperliquid,TRB,1.25e-05,0.0,2025-01-29 01:30:00,45.659,1,10.95
Hyperliquid,FTT,1.25e-05,0.0,2025-01-29 01:30:00,1.964,1,10.95
Hyperliquid,LOOM,0.0,0.0,2025-01-29 01:30:00,0.071161,1,0.0
Hyperliquid,OGN,1.25e-05,0.0,2025-01-29 01:30:00,0.090015,1,10.95
Hyperliquid,RDNT,1.25e-05,0.0,2025-01-29 01:30:00,0.044081,1,10.95
Hyperliquid,ARK,1.25e-05,0.0,2025-01-29 01:30:00,0.50585,1,10.95
Hyperliquid,BNT,1.25e-05,0.0,2025-01-29 01:30:00,0.62737,1,10.95
Hyperliquid,CANTO,0.0,0.0,2025-01-29 01:30:00,0.066,1,0.0
Hyperliquid,REQ,-4.098e-05,0.0,2025-01-29 01:30:00,0.11631,1,-35.89848
Hyperliquid,BIGTIME,8.77e-06,0.0,2025-01-29 01:30:00,0.088105,1,7.682520000000001
Hyperliquid,KAS,1.447e-05,0.0,2025-01-29 01:30:00,0.12298,1,12.675720000000002
Hyperliquid,ORBS,1.25e-05,0.0,2025-01-29 01:30:00,0.02643,1,10.95
Hyperliquid,BLUR,1.25e-05,0.0,2025-01-29 01:30:00,0.17962,1,10.95
Hyperliquid,TIA,1.248e-05,0.0,2025-01-29 01:30:00,3.9086,1,10.932480000000002
Hyperliquid,BSV,1.25e-05,0.0,2025-01-29 01:30:00,48.778,1,10.95
Hyperliquid,ADA,1.25e-05,0.0,2025-01-29 01:30:00,0.93007,1,10.95
Hyperliquid,TON,1.25e-05,0.0,2025-01-29 01:30:00,4.8566,1,10.95
Hyperliquid,MINA,1.25e-05,0.0,2025-01-29 01:30:00,0.4547,1,10.95
Hyperliquid,POLYX,1.25e-05,0.0,2025-01-29 01:30:00,0.22884,1,10.95
Hyperliquid,GAS,1.25e-05,0.0,2025-01-29 01:30:00,4.5703,1,10.95
Hyperliquid,PENDLE,1.25e-05,0.0,2025-01-29 01:30:00,3.3441,1,10.95
Hyperliquid,STG,1.25e-05,0.0,2025-01-29 01:30:00,0.32786,1,10.95
Hyperliquid,FET,1.25e-05,0.0,2025-01-29 01:30:00,1.0123,1,10.95
Hyperliquid,STRAX,0.0,0.0,2025-01-29 01:30:00,1.5829,1,0.0
Hyperliquid,NEAR,1.25e-05,0.0,2025-01-29 01:30:00,4.4142,1,10.95
Hyperliquid,MEME,1.25e-05,0.0,2025-01-29 01:30:00,0.006838,1,10.95
Hyperliquid,ORDI,1.25e-05,0.0,2025-01-29 01:30:00,17.829,1,10.95
Hyperliquid,BADGER,1.25e-05,0.0,2025-01-29 01:30:00,3.764,1,10.95
Hyperliquid,NEO,1.25e-05,0.0,2025-01-29 01:30:00,13.118,1,10.95
Hyperliquid,ZEN,1.25e-05,0.0,2025-01-29 01:30:00,17.954,1,10.95
Hyperliquid,FIL,1.25e-05,0.0,2025-01-29 01:30:00,4.4966,1,10.95
Hyperliquid,PYTH,1.25e-05,0.0,2025-01-29 01:30:00,0.27787,1,10.95
Hyperliquid,SUSHI,1.25e-05,0.0,2025-01-29 01:30:00,1.1905,1,10.95
Hyperliquid,ILV,1.25e-05,0.0,2025-01-29 01:30:00,29.119,1,10.95
Hyperliquid,IMX,1.25e-05,0.0,2025-01-29 01:30:00,1.1128,1,10.95
Hyperliquid,kBONK,1.25e-05,0.0,2025-01-29 01:30:00,0.02484,1,10.95
Hyperliquid,GMT,-4.26e-06,0.0,2025-01-29 01:30:00,0.09293,1,-3.73176
Hyperliquid,SUPER,1.25e-05,0.0,2025-01-29 01:30:00,0.87938,1,10.95
Hyperliquid,USTC,-6.17e-05,0.0,2025-01-29 01:30:00,0.014444,1,-54.0492
Hyperliquid,NFTI,0.0,0.0,2025-01-29 01:30:00,6.5609,1,0.0
Hyperliquid,JUP,1.25e-05,0.0,2025-01-29 01:30:00,1.1463,1,10.95
Hyperliquid,kLUNC,1.25e-05,0.0,2025-01-29 01:30:00,0.074767,1,10.95
Hyperliquid,RSR,1.25e-05,0.0,2025-01-29 01:30:00,0.012905,1,10.95
Hyperliquid,GALA,1.25e-05,0.0,2025-01-29 01:30:00,0.02824,1,10.95
Hyperliquid,JTO,1.25e-05,0.0,2025-01-29 01:30:00,2.8798,1,10.95
Hyperliquid,NTRN,1.25e-05,0.0,2025-01-29 01:30:00,0.2738,1,10.95
Hyperliquid,ACE,1.25e-05,0.0,2025-01-29 01:30:00,1.4088,1,10.95
Hyperliquid,MAV,1.25e-05,0.0,2025-01-29 01:30:00,0.12575,1,10.95
