exchange,symbol,funding_rate,predicted_rate,next_funding_time,mark_price,payment_interval,annualized_rate
Hyperliquid,BTC,1.25e-05,0.0,2025-01-29 19:30:00,101835.0,1,10.95
Hyperliquid,ETH,1.25e-05,0.0,2025-01-29 19:30:00,3094.8,1,10.95
Hyperliquid,ATOM,1.25e-05,0.0,2025-01-29 19:30:00,5.7713,1,10.95
Hyperliquid,MATIC,0.0,0.0,2025-01-29 19:30:00,0.37621,1,0.0
Hyperliquid,DYDX,1.25e-05,0.0,2025-01-29 19:30:00,0.9975,1,10.95
Hyperliquid,SOL,1.25e-05,0.0,2025-01-29 19:30:00,226.58,1,10.95
Hyperliquid,AVAX,1.25e-05,0.0,2025-01-29 19:30:00,32.542,1,10.95
Hyperliquid,BNB,1.25e-05,0.0,2025-01-29 19:30:00,664.77,1,10.95
Hyperliquid,APE,1.25e-05,0.0,2025-01-29 19:30:00,0.89539,1,10.95
Hyperliquid,OP,1.25e-05,0.0,2025-01-29 19:30:00,1.4221,1,10.95
Hyperliquid,LTC,1.25e-05,0.0,2025-01-29 19:30:00,111.64,1,10.95
Hyperliquid,ARB,1.25e-05,0.0,2025-01-29 19:30:00,0.59834,1,10.95
Hyperliquid,DOGE,-1.02e-05,0.0,2025-01-29 19:30:00,0.32278,1,-8.9352
Hyperliquid,INJ,1.25e-05,0.0,2025-01-29 19:30:00,17.965,1,10.95
Hyperliquid,SUI,1.25e-05,0.0,2025-01-29 19:30:00,3.6454,1,10.95
Hyperliquid,kPEPE,1.25e-05,0.0,2025-01-29 19:30:00,0.012246,1,10.95
Hyperliquid,CRV,1.25e-05,0.0,2025-01-29 19:30:00,0.69055,1,10.95
Hyperliquid,LDO,1.25e-05,0.0,2025-01-29 19:30:00,1.8465,1,10.95
Hyperliquid,LINK,1.25e-05,0.0,2025-01-29 19:30:00,22.771,1,10.95
Hyperliquid,STX,1.25e-05,0.0,2025-01-29 19:30:00,1.2314,1,10.95
Hyperliquid,RNDR,0.0,0.0,2025-01-29 19:30:00,6.8952,1,0.0
Hyperliquid,CFX,1.25e-05,0.0,2025-01-29 19:30:00,0.14662,1,10.95
Hyperliquid,FTM,0.0,0.0,2025-01-29 19:30:00,0.71688,1,0.0
Hyperliquid,GMX,1.25e-05,0.0,2025-01-29 19:30:00,20.207,1,10.95
Hyperliquid,SNX,1.25e-05,0.0,2025-01-29 19:30:00,1.4575,1,10.95
Hyperliquid,XRP,1.25e-05,0.0,2025-01-29 19:30:00,3.0358,1,10.95
Hyperliquid,BCH,1.25e-05,0.0,2025-01-29 19:30:00,409.16,1,10.95
Hyperliquid,APT,1.25e-05,0.0,2025-01-29 19:30:00,7.254,1,10.95
Hyperliquid,AAVE,1.25e-05,0.0,2025-01-29 19:30:00,288.63,1,10.95
Hyperliquid,COMP,7.51e-06,0.0,2025-01-29 19:30:00,68.979,1,6.57876
Hyperliquid,MKR,1.25e-05,0.0,2025-01-29 19:30:00,1109.8,1,10.95
Hyperliquid,WLD,1.25e-05,0.0,2025-01-29 19:30:00,1.6787,1,10.95
Hyperliquid,FXS,1.25e-05,0.0,2025-01-29 19:30:00,2.3832,1,10.95
Hyperliquid,HPOS,1.25e-05,0.0,2025-01-29 19:30:00,0.12772,1,10.95
Hyperliquid,RLB,1.25e-05,0.0,2025-01-29 19:30:00,0.077993,1,10.95
Hyperliquid,UNIBOT,0.0,0.0,2025-01-29 19:30:00,7.636,1,0.0
Hyperliquid,YGG,1.25e-05,0.0,2025-01-29 19:30:00,0.30315,1,10.95
Hyperliquid,TRX,-2.814e-05,0.0,2025-01-29 19:30:00,0.23813,1,-24.650640000000003
Hyperliquid,kSHIB,1.25e-05,0.0,2025-01-29 19:30:00,0.018086,1,10.95
Hyperliquid,UNI,1.25e-05,0.0,2025-01-29 19:30:00,11.791,1,10.95
Hyperliquid,SEI,-4.76e-06,0.0,2025-01-29 19:30:00,0.29705,1,-4.16976
Hyperliquid,RUNE,-9.213e-05,0.0,2025-01-29 19:30:00,1.9994,1,-80.70588
Hyperliquid,OX,0.0,0.0,2025-01-29 19:30:00,0.007459,1,0.0
Hyperliquid,FRIEND,0.0,0.0,2025-01-29 19:30:00,4.72,1,0.0
Hyperliquid,SHIA,0.0,0.0,2025-01-29 19:30:00,0.000621,1,0.0
Hyperliquid,CYBER,1.25e-05,0.0,2025-01-29 19:30:00,2.3692,1,10.95
Hyperliquid,ZRO,1.25e-05,0.0,2025-01-29 19:30:00,3.446,1,10.95
Hyperliquid,BLZ,0.0,0.0,2025-01-29 19:30:00,0.070043,1,0.0
Hyperliquid,DOT,1.25e-05,0.0,2025-01-29 19:30:00,5.627,1,10.95
Hyperliquid,BANANA,1.25e-05,0.0,2025-01-29 19:30:00,35.833,1,10.95
Hyperliquid,TRB,1.25e-05,0.0,2025-01-29 19:30:00,45.063,1,10.95
Hyperliquid,FTT,1.25e-05,0.0,2025-01-29 19:30:00,1.9618,1,10.95
Hyperliquid,LOOM,0.0,0.0,2025-01-29 19:30:00,0.071161,1,0.0
Hyperliquid,OGN,1.25e-05,0.0,2025-01-29 19:30:00,0.088358,1,10.95
Hyperliquid,RDNT,1.25e-05,0.0,2025-01-29 19:30:00,0.04338,1,10.95
Hyperliquid,ARK,1.25e-05,0.0,2025-01-29 19:30:00,0.49091,1,10.95
